ID,topics,text,question
s001p006s00200183e00220427,"First Steps,JobSpecific","my job has had a lot off ups and downs adventures. You can call them a lot of port calls. Those are the things that I remember most about to be in the Navy, but assed faras like usefulness. I can just think of one story on my last ship What I was doing an annual training was on the USS Blue Ridge. That's one of the main ships, one of the command and control ships that the Navy has and we're going through Answer. Which is this very, very strenuous big test. Uh, that looks at all of the departments of the ship. Make sure that we're fit for seat. Um, I was an electrician's that was called out there because there wasn't a chief in the unit. So, uh, electrical department had some problems that needed to be corrected while I was there. And so there was a big light that was shining on us. So it is our job toe, you know, like make sure that everybody was was doing the best job that they could. There's this one light pole that had some problems, and we have this first class that, um, like he put on his fall safety gear. Me, too. We went up the ladder. It was really dangerous up there. You know, like, you just take one move left and right, you know, or you don't put the hook on, and then your life's at risk. Um, he he was out there for hours, maybe four hours, five hours trying to troubleshoot. Um, thats one, um, this run transistor that wasn't working. Um, I went down, Um, maybe since someone else else up there. He stayed up there for hours and hours even longer. The whole day. It was nighttime by the time he got down, Um, that one problem that he fixed, uh, it was like it was amazing. I tried to put him in for an award for it. Um, but that that's one job that I think, uh, really stands out in my mind from last year that I was really proud to be a part of and, yeah, it is great.",What is a story that really shows what it is like working in your job?
s001p006s00230120e00242900,"JobSpecific,STEM","for me, one of the main benefits that I found from being the Navy comes from. I mean, I walk down the street and I get so much respect for being a veteran for serving the country and considering what I've done and what I've seen other people in my in my rate and in my, um, service do I think that is justified as a civilian? I so most right. I've been a student this whole entire time, and I have done some jobs. I've worked for the for NASA. I've worked for Institute for Creative Technologies at USC. I've done I've seen what software engineers do, and, um, they get a lot of pay for, um, strenuous work, no doubt. But there's no comparison for getting maybe paid half what? Your half. What your civilian counterparts get but doing ah lot more work for and most people in Navy don't Don't consider this. You could get paid more as you go askew. Go further in your career. But, um, most people in the Navy don't do this fourth salary. We do it for the type of work that we're doing, which is hard, strenuous. You know, young person you know, bottle physic, physical work. Um, that's serving the country. So I think that that's one of the main benefits that I got the fact the private get from being able to be one of the few people who can do that.","What are the major benefits of doing this kind of work?
Is this a good profession?
Is this work any good?
Tell me something you like about the navy.
What are the positives of the Navy?
What benefits are there to joining the Navy?
What do you like about the Navy?
What positives came out of your work?
Why is the Navy a good option?
i want to know about the navy
what are the benefits of being in the navy?
what is good about going into the Navy?
what's your job in the navy like?
why do you like your job?
why should I join the Navy?"
s001p006s00244453e00254312,"JobSpecific,STEM","the Navy just like anyplace else. Eyes full of people with lots of different ideas. And, um, some people want to do it way the other people want to do it way be. And of course, you're gonna have some dissension. Um, I guess we we call it politics, you know, And politics is everywhere. For the most part, it's just like anyplace else. If you've been through high school, then you know exactly what I'm talking about. But it's revved up a little bit more here because, um, people's salaries are on the lines. People's day to day activities are on lines. Um, you could get fired for certain things. Um, if your gun decking, for instance, you can you can actually go to jail. So there There are a lot of a lot of reasons that the interaction between people can get in the way of actually just doing your job. And that's one of the things that chiefs actually have toe after mitigate","What are the major negatives of doing this kind of work?
Are there negatives to the Navy?
Is there anything you don't like about your job?
What are the cons of serving in the Navy?
What bad things are there in the Navy?
What can happen in the Navy that is a bad thing?
What did you sacrifice for the Navy?
What did you sacrifice for the military?
What do you like least about the Navy?
What is the worst thing about doing your job in the Navy?
Why shouldn't I join the Navy?
so you didn't like the Navy?
tell me what you don't like about the Navy."
s001p006s00255680e00265485,JobSpecific,"when you're in the regular Navy active duty service, then you're not expected to travel too much except for when you're on deployment. Now that I'm in the Navy reserves, they expect me to actually go outside of my, um, my command every single year. So we have these things called annual trainings and being in the surge main unit, we actually go toe five different places. We could go toe Hawaii or Norfolk or New Hampshire, Japan, Um, and, uh, other small places as well. So for the most part, they really want you to go toe one place so you can know the people and get to know your job Well, but as the chief, I decided to go toe all of those places because, hey, why not? You know, it's not gonna hurt anything. And I don't actually want to know where my people are and what they're doing, eh? So that gives me an opportunity to say I know what all these shipyards are like. I know exactly where you're going, and I know those people. So, um, I've had a chance to travel a lot in the Navy reserves",How much travel do you do in a year?
s001p006s00302256e00323020,"JobSpecific,Motivation","When I first joined the Navy, they were trying to promote the Nuclear Propulsion School and they threw a lot of things on my desk. We'll we'll give you lots of money for school, which they did, and I've I've sucked it all up after you get out of Navy, then you can have $100,000 your job. And being a kid that was currently working at McDonald's, that sounded great. You know, like, uh, now I can have that $100,000 your job. No problem. Um, they said, Oh, you know, you become a veteran and you go to the Post Graduate School and they provide a lot of different things. But to tell you the truth, all of those kind of sift into the back to the background. Um, I'm still the name of this at this time, and I didn't become a nuclear, um, operator. At the end, however, I did get the challenge that they were talking about. That's the thing that really drove me tojoin the nuclear propulsion school. And that's the thing that I think I got the most out of. I was challenged more than I ever had been in my life, and that's something that you can't put a price on And that that's a job that I don't think that most of the other jobs that I saw the Navy wouldn't provide as much as, um, after getting out of the active duty service, I was a chief. And, of course, I love, you know, providing opportunities for people and helping them promote their career, You know, like all chiefs will say that. But what I personally like for myself about being, um, still in the Navy reserves is to travel. I did a lot of port calls when I was in active duty. And I'm telling you, I went to 13 different countries. Uh, Dubai, Bahrain. Kuwait, um, Japan, You know, dozens of places, but being in the reserve, you actually go to these places. They give you a car, they give you a hotel. Uh, they give you a decent work, they give you money in your pocket and on the weekends you can explore. So I've seen New York and the capital and, um, New Hampshire, places that I didn't think that I would go for a long time. I've seen Washington and you know, swimming the beaches of Hawaii, and they say that I'm working. That's that's incredible because I think that it's kind of like a or work vacation.","Why do you love your job?
What do you love about the Navy?
What is good about what you do?
What makes you love your job?
Why do you enjoy what you do?
Why do you like what you do?
do you like what you do?
what do you like about the Navy?"
s001p006s00343513e00361047,"JobSpecific,Misconceptions","being in the military is kind of like what it depicts on the TV for a lot in a lot of aspects. So, for instance, um, there's the Brotherhood. Uh, that's absolutely true. Uh, there's, ah, stable paycheck. That's also right there is exploring different parts of the country that all of that is absolutely true. And you'll check all those boxes. Um, What I have found that the preconception that I had coming in that hasn't been true is, um Well, I want to say the fitness, we're all kind of fit, and I think we're generally more fit than the rest of society. However, I thought like you'd be big and strong and, you know, exercising every day. And, um, that's not quite true. In the Navy, at least it might be for the Army or the Marines or other services. But for the Navy, um, generally, you're stationed on an aircraft care and there are tons of electric of exercise equipment, no doubt, and you can go at five o'clock in the morning and you can see it's full. They also give you lots of Jim facilities that people go through all the time. I was in the basketball court almost everyday. However, um, it's generally not so required that you're exercising, um, with everybody at the whole time. My dad was in the Army and I actually saw his whole crew like running around the building, run around the camps and things, So I thought I'd have a similar experience with the Navy. But that's actually not true. Generally your physical fitness is more your own thing, and you could just get tested on it a lot.","What gets romanticized about your career field that really isn't that great?
How is your job worse than what people think?
What do people think is good about your job that really sucks?
What is exaggerated about the Navy?"
s001p006s00380946e00394947,,"One of the misconceptions that I had going in was being labeled an electrician's mate. And even though I dealt with a lot of electrical things, you know, I was a mate for Electrician's, um, generally the first six months that you that you're in the new power school deals with, like teaching about electrician's and about electrical things. Electrical equipment. However, once you become a new electrical operator, you deal less with fixing things. Um, there's a caveat to that. If you go on a submarine, then they don't have regular electrician's. There are only nukes Nuke Electrician's. So then you're you're fixing laundry machines and changing lights and, uh, changing out pumps. And you know, there's there's only so many people on that ship. So you're expected to do everything, however, on an aircraft care, which is where I was, um, other electrician's. They take care of everything above the plants below the plants. There aren't that many, um, really complicated electrical things that you have to fix. Our goal was just toe maintain things. So there's a turbine generator. You take off everything, you dust it off, you increase it up and you put it back. If there is something broken. Oh, yeah, You know, the they tend toe pull in and they take off the whole entire machine and put a whole new contraption on it. So I I didn't get so much of fixing things, but I did become a much better operator. That's the difference that that I found being a nuclear electrician's mate.","What are some of the common misconceptions about your field?
Do people get the wrong idea about what you do?
Do the movies and TV portray your job well?
Do you know how to swim?
How are people fooled about what you do for a living?
Is you work as stressful as it is shown on TV?
What are the myths about what you do?
can you swim?"
s001p006s00405727e00421552,"First Steps,JobSpecific","some things that I'm doing right now that I never thought that I would be doing, um, you can take the last place that I was on the USS Blue Ridge now being ah, nuclear electrician's mate. I was basically in the plants for the most time, for the most part, and, you know, kind of supervising down there. And I hadn't done that for about eight years. So I thought, Well, once I joined the reserves, Well, that's gonna be one of last times that I'm actually dealing with, like, controlling what gets fixed and how it gets fixed. But yeah, I just recently on the USS Blue Ridge, I found myself even as reserve chief, overseeing a group of 15 electrician's, and we actually were in charge of fixing the whole entire ship from the bottom of the hole all the way to the top. Massive antenna. Um, I was in the radar room. I was in the navigation room. I was up on Vulture's row. I was dealing with how to fix the didn't fix the helicopters, but how to do the electrical checks on the helicopters. These are things that I never thought that I would be, um, uh, that I would have to deal with. But, um, the Navy Reserve actually gives you an opportunity to deal with things that you that air new. As long as you have some of the prior leadership qualities. And as long as you know some basics about it. Electricity deal with electricity things, then, um then they could put you anywhere.",What do you do now that is different from what you thought you would be doing?
s001p006s00435080e00450807,JobSpecific,"As I progressed through my career, I found that I work slightly more and more. So I began probably with around like, nine or 10 hour workdays, and they every about every five years, it grows about one one more hour with each solid workday. So, for instance, now, um, for a normal workday, I could work, like maybe 12 or 13 hours. Whereas when I started, it was like, nine. But, um, what's more important is the type of work that you do. So when you first come in, um, you just told what to do is like, Hey, you know what? Like we have toe get this pump changed out, Um, get the grapples and, you know, take it out. Um, five years later, you're a part of the cruise like, Hey, you take those four people for people and you go and take that pump out five years after that, Uh, then you're the person that tells that one person to go do it, and you're actually not at the scene. Sometimes you're not at the scene on Ben. They just tell you Hey, we just did it. Um, you still have the same amount of work because there's a lot of paperwork that goes along with it. But you can see that as you as you progress. It goes from working with your hands toe, working with your mind on working with the pin.","How did your work day change over your career?
Compare you day now to when you started?
Did you like the way your work day used to be?
Has your work day changed over the years?
How has your work day changed over a period of time?
Is you work day different now?"
s001p006s00452513e00463161,Relocating,"when I was in active service. Um, you start off at South South Carolina. We were going to school, and basically I had no responsibilities. Just learn. Once I was at prototype in New York. Um, then you actually, like dealing with moving switches and turning knobs and trying to understand things, trying to change things. Um, after that, we went toe USS John C. Stennis, and that's when you became an operator, but a new entry level operator. Um, by the time I left there, after three years, I was a senior level operator, and I was actually, um, doing lpo responsibilities for the rest of the rest of the crew. So you can see that basically, with each new city, I had a new level of responsibility and just turned out that way. It doesn't have to be that way, but for me, um, when I finally left after eight years of service and I, um, became ah, Naval Reservist, I was in the position toe to be a first class and a chief at that time, and my whole entire experience had kind of been leading up to that point","Where did you have to move in your career, and how did that change things each time?
Do orders to a new command disrupt your life?
Is change of station tough?
Tell me about you being transferred?"
s001p006s00464470e00472914,Career Mentoring,"after being in the Navy for so long as a chief, I think one of the things I'm trying to work on is become a an officer through the direct commissioning officer program. If that doesn't work out, then there are other opportunities for me. As a chief, I could be a chief warrant officer. Or I could continue my, uh, enlisted career as senior chief. Or, you know, with the goal of eventually becoming a master chief for the civilian side. Um ah Ah, cyber security analyst. I'm going to school for computer science, and I'm hoping that that degree will lead me to a federal job. Um, maybe working for NASA may be working for a federal research lab or maybe someplace in Japan, which is, uh, one place that I'm really eager to get back to.","Where do you see yourself in 5 years? 10?
What are you going to do now?
What do you want to do next?
Where are you going to go now?
Where is your future going?
what will you do after college?
what will you do after the navy?
what will you do after you graduate?
where do you want to be in the next 2 years?"
s001p008s00001280e00015247,,"currently. I'm not married. That doesn't mean I'm not looking. I got married pretty young. I think I was 24 or something like that. And e got married for the same reason that everybody else does. Um, my wife was, uh, model in my eyes. You know, she loved me a lot. I was really good friends with her family, and I thought that that was a good reason to get married. However, um, I think the only reason that you should be married is you have someone who's supportive of you, and you expect to grow old with them. And I don't think that that was, uh, the reason that I got married. We were married for eight years and we broke up a lot. We, uh we were separated a lot. I think we got married. And then pretty soon after that, I I went on deployment. By the time it came back from deployment, we were already separated. We got back together. Um, but then, of course, I go to another state, and her kids were in school in California. I was in Washington, Um, another separation once I got out of the navy, Um, then I finally came back to California and we tried again. And that's when our personalities, uh, really living with each other. You find out that, you know, like, um, maybe two people. I need more time to grow together instead of just, uh, delving into the relationship. You need to become a boyfriend and girlfriend first and way had to tackle some of that. We tried again after I was started going to college. You know, that's ah, house with three bedrooms and, um, trying to get her a job and then you start toe, see that it's being married is one of the most important decision that you make in your life. And I think I would have benefit benefited from thinking about who I was getting together with.","Are you married?
Being in the navy, is it difficult for you to have a relationship?
Do you date?
Do you have a boyfriend?
Do you have a girlfriend?
Do you have a significant other?
Do you have any kids?
are you in a relationship?
are you in love?
are you single?
do you date?
do you have a girlfriend?
do you have a lover
do you have a significant other?
do you have a wife?
have you got a spouse?
how many times have you been married?"
s001p008s00015956e00021143,"Background,Balancing Family","I don't have any kids. I was a step dad for a while. My wife had three kids of her own, and I was the best father. I could be to them, but I don't have any of my own.",Do you have any kids?
s001p008s00022000e00022492,"Background,Balancing Family",I have a brother and a sister. They're both on the East Coast.,"Do you have siblings?
are you an only child?
do you have any brothers or sisters?
how is your relationship with your brother or sister?
how many kids in your family growing up?"
s001p008s00024203e00030037,"Background,Balancing Family","recently I came to Monterrey and I'm going to school here. So I'm actually living in a really nice house in a seaside California, really close to my school. And there's a little cat that's running around. Her name is Momo, and she's really, uh, really puts, um, umph into my life gives me some kind of support.","Do you have any pets?
Do you like cats?
did you ever own an animal?
did your parents allow you to have a pet?
do you have a cat?
do you have a dog?
do you like animals?
do you like pets?
have you had a pet?
were you responsible for a pet?"
s001p008s00030833e00032172,"Background,Balancing Family,Lifestyle","currently, there is no girlfriend in my life. Uh, during this time, I'm on dating sites all the time. And, yeah, you talk to someone for a few months or weeks or days, but they kind of fizzle out.",Do you have a significant other?
s001p008s00033132e00040900,"Balancing Family,JobSpecific,Lifestyle","being a student here at the Naval Postgraduate School. They tend to work you a lot. Um, maybe about four hours, at least per day for lectures. And then you're gonna have about two hours mawr of homework. Now, if you cut it off at that time, then you're your grades. They tend to be pretty generous with grades, but you don't. You're not gonna learn as much as you could have if you like, double that amount of time. So if you are working about 12 hours per day, which I think some days are, then that gives you about, like, four or five hours per day toe, um, kind of do your own thing. Your weekends are always free.","How much free time do you have in your career?
Are you busy in the Navy?
Do I have time to have a personal life and have a career?
Do you have any free time in the Navy?
Does your work allow adequate free time?
Does your work allow you free time?
How busy is your job?
How much time does your career allow you to have at home?
How often do you have time to yourself in your career?"
s001p008s00042060e00052828,Balancing Family,"one of the problems that I found when I was doing undergrad is that I'd always, um, study. And then as soon as word got out or school got out, then I immediately go home and try to do my homework there. Sometimes you would find in the library sometimes you'd see me hanging out in groups and and with friends. But for the most part, I tried to do work at home. Um, I learned a lot, but I found it Mawr productive to do things. Um, the way that I did it in the Navy when I was going through the nuclear nuclear propulsion school. Um, there you're not allowed to take any books home with you. You have your dormitory, but because the books are confidential, you tend a study while you're there and because we didn't have ah, access toe laptops there, um, it was straight studying You just open your book and you read and you do your homework and there's nothing else you take a snack or something like that. So I'm trying to get back to that. So even though now I, um, I am allowed to bring the books home at the Naval Postgraduate School. I tend to stay there until the library closes it at 8 p.m. And then I come home. And then at that point that I'm free. Then I try not to study it all.",How often do you ever take work home with you?
s001p008s00053820e00063147,,"when you're a leader. That's one of the best things about being in a supervisory position all the way up until your second class. You have someone telling you where to do, where to go, what to do, who to do it with. But when your leader, You have so much flexibility, you actually work Mawr, I think, as a leader. But the point is, you can alter your schedule as much as you want. You can not show up some days if you want. If you feel like, um, some other thing needs your need, your attention, you can actually just other people's schedule under you. If you want Friday off, that's you go into the commanding officer saying, Hey, you know what? Like uh, give us some free time here, and if you think that we should come on Saturday and Sunday, I did that pretty often on my last ship. You say, Hey, you know what? We're doing this in serve. We need you guys toe, you know, bear down and coming on the weekend",Does being a leader give you flexibility to alter your work schedule?
s001p008s00070072e00074698,Balancing Family,"I think I changed my life. Ah, lot. Ever since becoming a supervisor, I remember being a second class, um, getting done with the work. And you want the work to be done as quickly as possible because, you know that, um, soon you get done. That means that, like, come 1600 they're gonna let you off at that exact time. If you're ever, um, if your job ever needs a longer amount of time, then you know you're gonna just stay there longer, so it's better to get it done quicker than later. Um, as a supervisor, though, like, things are slightly different. Of course, you want the work to be done, uh, immediately, but you see everything that's on your plate so you actually want to do to be most efficient with your time.","How does being a leader change your lifestyle? (frequent travel, irregular hours, family difficulties etc.)"
s001p008s00094492e00103608,Balancing Family,"being a leader really affected my life. You know, a lot of different ways. I remember being a second class. I would really want to finish the work immediately. And then once I get home and I just leave my work at home, uh, I'm playing video games. I'm watching Netflix. I'm watching movies, and I don't think about work again until I come back. However, when you're a leader, um, I tryto leave work at home. Um, I try to leave were at work as much as possible, but I do find that I think about it a lot at home. That's when you're making spreadsheets for the people. That's when you're emailing other chiefs. That's when you're talking about like, what's gonna happen the next day? Um, at 8 p.m. Or nine pm with with other leaders, other officers so it can affect you throughout the whole entire day. Um, once you become a leader",How do your command responsibilities affect your style in personal life?
s001p008s00110460e00115895,Balancing Family,"where you live is really going to affect your approach to the job. I know some people who were station, um, nothing against Livermore. But they said Livermore, and it just wasn't the place for them. They said they hated it. And I can understand if the location doesn't have all the resources that you're expecting. A roller skating rink. Ah, good school. Ah, ah, Lake. If you feel like going into the ocean, um, the temperature that you're expecting, all those things can really affect affect you outside of work as well as inside. And so in general, you're not able to choose where you go. Um, it all depends on, you know, your family structure and how happy you are, toe Just live in a new place. But yeah, it can really affect your performance. Really affect your family. Who hasn't, you know, nothing to do with the military s. So you want to take those things into account",What is a good approach for selecting a new duty station in terms of finding an area for my family to live in?
s001p008s00121213e00130332,Balancing Family,"as a mostly single guy. I've always been satisfied with any place that I've ever lived. When I was on active duty, um, you could find me, like, just living on on a basic bunk, and that was good enough for me. Eventually buy houses. And, um, yeah, there were five bedroom, 3000 square feet, house houses, But yeah, I just found myself just living in the living room. Um, so yeah, any place has been good enough for me, but from what I've seen from people who have been traveling around with your family Yeah, if you have three kids, then you wanna at least a three bedroom house. If you have dogs and cats, then you want at least backyard. Um, some people actually don't stay on the military housing because its's not quite what they're looking for, and they stay off base. But it depends on your command, whether they allow something like that or not.",What are the things I should prioritize when picking housing?
s001p008s00152340e00160507,Balancing Family,"personally, I haven't really needed toe change where I'm living that much. I've never been really sick. I've never had, um, some something wrong with my bones or anything like that. But from what I've seen, the Navy is really good about giving people the right tools to use if something happens with themselves or their family. If something's wrong with you, then they get you off the ship because it's a pretty harsh environment toe work in. If something's wrong with your family, then they tend to give you all the resource is that they need toe. Either get transferred back to the states if they're overseas or get transferred to the crack hospital if, um, if they need that.",What options do you have to transfer or change if you or your family needs it?
s001p008s00162273e00173250,,"difficult assignments can come in many forms. One could be, um you get stationed to Africa for an entire year. Another could be. You could stationed, um, to a war zone. Um, you can come back with PTSD. Uh, you could come back with a riel angst with from four other people. You know, maybe you had a bad crew that you were working with, Or maybe, um, you were always on edge because of being in that war zone. So all of these things, the navy is really good about informing you what could happen. And they actually talk to your family before you leave to give them kind of a heads up about what you could be experiencing. The most important thing is that you have communication with your family while you're gone, or while you're in that difficult, difficult time. If they have some kind of communication with you, they can see how you're changing. And then they can either tell your command or you can give them some kind of. So you could give them some kind of support from wherever you are, so that they could go through it a little bit better","What impact will a hardship tour have on your friends or family, and what advice would one offer?"
s001p008s00175193e00183190,Balancing Family,"I would say whatever you know should be immediately transferred to your family. Um, you might be going to another place and your kids might be going to another school. It's good to let them know so that they can start making their goodbyes to their friends. Um, if you're unsure of where you're going to be going, then it's just a heads up. If you're sure of where you're going to be going, then that's the sooner you You know, that, um, the better it is to start writing the documents to start changing jobs, uh, to start getting in contact with the people that you will be meeting with once you're there. So it could be a nice, smooth transition.",How early should I get my family involved in the process of planning my next career step?
s001p008s00184516e00195633,Balancing Family,"my most favorite place to live occurred when I was a kid. I was, um, in the military at the time, But my father was he was in the Army. I think he was in the six at the time, but at that time were staying on an American base and life was great for me. I didn't grow up rich. I had very few things, but he had a decent salary and could provide me with something. For every single holiday. All of my friends were, uh we're in a similar position. Um, that that I had They had parents that were officers or high level, um, enlisted people. And we had lots of toys to choose from. We're all together playing, playing in the sand lot. Um, using, you know, like a fake guns. And the roller skating rink was 25 cents. I think all the food at the commissary was super cheap. Eso chief, that you could buy, like, tons and tons of food with a $5. Uh, the $5 allowance that you've got comic books were, you know, like, I guess tax free. Everything about the military base was annoyed. Idealize, uh, society. So, um, that's one of the reasons that I joined, um, later on in in in my career",What has been your favorite place to live? Why?
s001p008s00201010e00211171,Balancing Family,"The biggest conflict that I experienced myself was just the distance at the time, we didn't really used laptop so much. Um, around the 2000 to 2005 frame, Um, I just barely had my first laptop, and I think we had a well at the time. So we didn't have all the tools like Skype and Facebook that we have right now. And I think people are still using letters at that time. So, um ah, large, large part of my military service, Uh, when I was active, duty was spent overseas. That's one of the reasons that my family didn't follow me. So, um, trying to call back home, uh, waiting in a long line. You know, maybe two hours. You finally get to the to the pay phone on this ship, and then you use the card and thio kind of like catch up it Z not the same as just being there in person. So I think that that was a really big challenge that I had to overcome, um, from being in the service",What is an example of a conflict you had between your career and family life? How did you learn from it?
s001p008s00213131e00222990,Balancing Family,"I think for people that have families I didn't understand at the time. But I think it's very important now is that they have as much time with their families as possible. I think if you have a one year old kid, you should be there. You should be a physical presence. You should be there as much as possible. Um, and of course, you have Thio do deployments. You have to, like, go away for, like, six months. But the counter to that is that when you're home, you really need to be home as a single guy. I remember going overseas and then coming back. And then, um, I still wanna work, uh, even longer once 1 1600 hit, which meant, um, yeah, we have preventive maintenance. Let's get it done. Uh, yeah, we have to, like, do some kind of volunteer service. Let's let's go ahead and do that like every single thing. Like I I didn't mind doing it, but I can completely see how someone with family needs toe, you know, make the snippet, you know, cut it off and choose to have that time dedicated to his family.",How do you manage both career and family effectively?
s001p008s00224488e00234804,Relocating,"If you're headed out there, especially overseas, then you need to get all of your household shipping goods in order. Uh, their websites and places to go for that. The sooner you get it out there, the better. Because I know that people who wait, uh, they get over there and then all of a sudden there, there without fridges and microwaves and the basic necessities and that that, you know, a few weeks is pretty trying for them. You also want to get your support network. They're a swell once you get to your new command and you don't know anyone, uh, it's ah, kind of a long battle because by the time you you find the person that you're supposed to be around, uh, they could say, Okay, well, uh, you need to do this next thing, and that next thing is gonna take another week. And, uh, if anything goes wrong with that paperwork, you could be sitting there, you know, like like a month without the thing that you really, really need. Uh, that could be your uniforms or your clothes or your kitchen utensils or your car, Um, a myriad of items. So just the sooner you start, the better",What should I get ready to live overseas?
s001p008s00253623e00261781,Balancing Family,"when you're going to a new location, you should have received several items from the command. For instance, you might get an email from the command master Chief. Uh, it might have a welcome aboard package, which goes through a list of items that are really useful. Tow newcomers. You can also go to websites. Um, that, for instance, my navy portal or whatever the current website is, that gives you a list of documents that you need to fill out. And some, um, some pretty good advice. Your ship or your command might also have a household goods item shipping office that can explain how much things would cost and the range of times that you can expect your goods to be there. Um, once you go to your new location",What resources should I look for when I know I am moving to a location?
s001p008s00274037e00284997,Balancing Family,"when you're moving to a new location, it's good to think about all of the things that you currently have and then just like mark them off one by one. And there could be cracks associated with any of them. If you think about your household goods, then how am I gonna get all the boxes, uh, to the place to my new location. Where are they gonna be sent? That's something that a lot of people don't I don't think about like if there's some kind of distance, if you have some kind of like you might need to get it from that place to your new location, you might need a truck. You might need a U haul, or they might send it yourself. Um, those could be overlooked if if you used to do in a certain way, you can think about your kids. Um, their new school. Do you need to talk to the teachers? Do there doesn't need to be some kind of signature that you need to sign. Um, you can also think about your car. Your car might have a different insurance requirement once you go to a new place, especially if you're like? Like, for instance, going to Japan if you have your license. Um, just as long as you have the list of items and you check each one by one, um, thinking about the place that you're going to, then you shouldn't have any problems.",What kind of things may fall between the cracks when moving?
s001p008s00290673e00295593,Relocating,"before you deploy, somebody should have already given you a list of items that you need to have ready the main ones being your uniforms. You know, once you have your uniforms, you can basically go anywhere and then everything else can come later. But it's the things that come later. Those are the things that make life good or bad in that place. So, um, you might want to talk to somebody else who's actually done the deployment to the same place that you're going to or you can get in contact with someone who's already there to kind of get an idea about what else you need. Things like that could be, um, your personal items if you play video games if you have a TV. If you have, um, some cooking habits that that you want to be shipped over there, um, there's a long list of items, um, that you can get help for either locally or from your new command.",What should I get ready before I deploy?
s001p008s00300643e00310576,,"with each new decade. The way I stay in touch, it modifies itself. When I first joined the Navy back in 2000, the main way was, um, actually just driving down, um, making the 18 hour trip from Washington toe toe Los Angeles and yeah, in person. But of course, that gets old. Um, I wasn't a letter writer, but I I know that people write letters all the time, and I have paid a pretty penny, uh, making the calls from, you know, from far away. Um, yeah, I saw, like, 102 $100 bills. Um, sometimes once the internet started to become more popular than Yeah, a Well, um, later on Skype, the video conferencing really helps out a lot. And then finally, um, now I think everybody has the cell phone. It took me a long time to get one, but now I text and message. And yeah, it's super cheap and super free. Super immediate. So those are the ways that I communicate",How do you stay in touch with family and friends?
s001p008s00314467e00320843,,"if you're going overseas, The most immediate and most important thing that you need Thio be aware of is the ombudsman. That's a civilian that's local. Who knows where you're going to be going. And there's an ombudsman at your at your new commanders. Well, they communicate with each other, and they're the spousal connection that is made, Um, especially if you're unable to be connect, uh, to be contacted.",What is the best plan for if your family has an emergency and you are away?
s001p008s00325088e00335774,,"military vacation is, uh, well needed. Rest from all the work that you've been doing. Especially if you just came back from deployment. I remember some of my vacations Where, um, maybe two weeks. And that's when I I would drive from a South Carolina toe Michigan, and just hang out. Just leave the Navy behind. I think I spent another, um, semester learning another language in Monterey. I took a flight, and then I think I spent maybe, uh, 2.5 months from saved up leave toe to go and you know, like just leaving behind, learn another language and then come back. So you get about a month every single year of of saved up leave. If you go like 33 years or four years, um, then that can start to accumulate. So generally they expect you to take about two weeks per year. But if you talk to the right people and especially if if you're on a downtime at your current command, then you can extend it. Like I said, I actually went to college for a while as well. So you just have toe being good communication with your supervisors.","What is military vacation like? (Length, accrual rate, types of leave)"
s001p008s00341023e00351770,Balancing Family,"a za longs. You realize the goal of the mission that you're fighting for a bigger cause than the time that you spend in the Navy, Uh, can really feel fill you with a sense of pride. Um, life is gonna be tough, especially for the younger people, you know, 22 23 years old. Um, if you're in the power plants, then you're gonna be sweating all the time. If you cook, they know that you're still gonna have to do general quarters. You're gonna be putting on this, uh, firefighting outfit and, you know, like fighting fake fires. And, ah, lot of it might not seem so so necessary. Uh, you're gonna be training day after day, month after month, and you're gonna say, Hey, you know what? We've never seen a fire. Or maybe one fire happens every three or four months. Like why? Why do we all trained so hard for so long? And as you as soon as you realize that, um, the goal of the mission is to be always prepared and to know exactly what to do to have immediate response, then that's gonna fill you with a sense of ease. Uh, saying that. You know what? Um, everyone's looking out for my safety. I'm protecting America, and my ship is protecting myself. So a songs you realized the goal of the mission. Um, then you'll be all right.",What is the best way to be happy with your time in the service?
