ID,topics,text,question
s001p007s00134328e00150714,First Steps,so how much leadership should you take on if you're coming in to say that that first leadership position as a petty officer probably the PO the first thing you want to do is establish those expectations between your L. CPO and whoever you're all I see is it what are their expectations of you as now the LPO the person who's really down there every day dealing with the sailors face to face who probably knows more intimately about their things that are going on you know they're the command as well as behind the scenes you know so you need to get with your leadership and understand okay what are your expectations as the PO and also let them know what your expectations are as them as your leaders no they're not gonna be able to provide good service to you or the folks that you're leading as LPO if you don't provide them what it is you're looking for and as a leader you've got to be able to stay to talk to those that are in charge of you and ask them what their expectations are as well as what you expect of them as your leadership you can't be afraid to do that that's one of those challenges now that you're a leader is to to go out and talk to those folks that that or your superiors and and kind of give them your expectations as well and I think that kind of opens up that dialoguing and provides that cross you know that that flat line of communication so that way everybody's kind of running on the same gear ,How much leadership should you take charge of versus letting your senior petty officer lead?
s001p007s00164820e00184015,First Steps,so the one way that you can meal bill that camaraderie with your team without you know cutting close that fraternization line it's it's a challenge to say the least right never it really depends on communities as well it varies across the board some communities are on first name basis with their folks throughout the entire triad weather communities is very formal and your dress them by their title and last name more just title only so what you have to do is you first got to figure out what kind of community are you in and what are the community norms and then work to those you know if you're in a more informal community you could kind of be looked at and ostracized as an outsider if you are too formal if you are in a community where things are you know formal and you were becoming a little more informal get it works that same way people gonna look at you a little bit different not take you seriously and is going to jeopardize your role as a leader so you got a first kind of figure out what community my end and then once you're in that you know play to those community norms but also make sure that the folks at your leading still understand where that leadership line ladies so sure you might work side by side with your people I've even on certain appointments I live in the same house the same tent establishment with my E. three and I was the senior chief here we all live together in the same community but there still was that that line that he still knew alternately that I was I was the leader in charge but we did have you know informal style discussions and talking together is a platoon so it's it's it's a challenge to say I think the first thing is you got to figure out what kind of community yet you are in it and what are those community norms and then work to that ,How do I balance being close with my team versus fraternizing?
s001p007s00185715e00201719,"Background,First Steps,Priorities",so I feel that my priorities of changes I've progressed as a leader in the fact that the the higher you move up in leadership the less and less your priority should be about your own self interest you know so early on when I was eight three E. four yes I did understand the bigger picture and working towards a common goal for the entire platoon the command in the navy as a whole but also is still very concerned about my own personal professional development and growth you know can I get on this school can I make this trip can I go to this deployment can I get you know get to this next commander get station here is very you know self centric working for myself and and the benefits of my family as you move up in leadership and as I moved up in leadership you know you no longer are supposed to be kind of really worried about yourself but you need to really start taking care of the folks that you're leading and and then doing good by them and and trying to progress their careers and improving their personal and for and professional development so as you move up in your leadership role you need to become more selfless than you were before and really focus on the folks at your leading and and making them the best that they can be because in the long run if your people are doing well then you yourself are gonna be noticed and looked upon you're going to do well in the end ,"How have your priorities changed as your career progresses?
Do you think differently now than you did at the start of your career?
Has your work shaped your priorities?
Have your priorities changed throughout your development?
In what ways have your priorities adapted to your career situation?
What priorities do you have now that you didn't have earlier in your career?"
s001p007s00202805e00212701,First Steps,so what really makes changing a team especially if it's a big change is is getting that by and from the folks at your leading up you've got to be able to show them the reality of what that changes whether it's good or bad and you know explain to them what the over arching goal is and why in the long run it's probably gonna be the biggest benefit have those discussions not everyone is gonna is gonna buy in on that change you know some people are very adaptive to change and enjoy change and other people hate change you gotta understand where people thinking where they lie and then kind of played in those roles but your role as the leader is whether it's you know everyone agrees are doesn't agree at the end of the day you still have to move forward with this change is coming down from somewhere it's a new priority and probably in the long run it's going to be it's going to be better help them out as well as the navy as a whole so you have to kind of play that role ,What does it take to really make a change in a team?
s001p007s00221116e00240028,JobSpecific,my view of the line of work that I've done and how it's changed over time is that is becoming more relevant now than probably it was even five years ago especially ten fifteen years ago so for example the line of work that I was doing we used to use marine mammals to try and find you know unexploded ordnance and mines under the water and now we've moved forward using unmanned underwater vehicles to do this line of work so what that does is it you know reduces the risk of personnel because you're not having to put essentially people within a mine field oral or animals in a mine field to find these things they can be miles away and you're still using equipment to do that as well as it's helping to reduce that time line that we have in mind countermeasures so as you know things change as technology changes and also to I've noticed that the navy and department of defense as a whole is starting to buy off on this entire you know you you UV or unmanned systems round you can see everywhere from the president's national security strategy on down the national defense strategy to our senior knows maritime for superiority you know one point and even to point documentation all the over arching instructions that govern what we do as a department of defense and as a naval forces a hole is really starting to buy off on unmanned systems and moving forward in that direction because they realize that it can exponentially do more work than we can with people as well as it also is reducing wrist a person out which is a good thing so those are kind of some of things I've seen change when the technologies change is that unmanned systems is becoming more relevant and what we do day to day throughout partner defense as a whole ,"How has your view of this line of work changed over time?
Has your opinion of your job altered?
Has your view of this work changed and how?
Have you changed your opinion about this line of work and if so, how?
What about your attitude change concerning your profession?"
s001p007s00241015e00252626,"Advice,First Steps,Priorities,STEM",so the priorities that I'd recommend for you if you're entering into a leadership position is is read you have to read a lot of things you need to read you know what your commander's guidance mission vision and intent is and I understand what his bosses intent is you know so that you're is six has it has their own you know guidance in mission and vision statement and then continue to just turn a trickle up the line from his to your tight calms today and how that fits into this you know is objective to the secretary of defense's objective to than the president's objective if you can understand from that latter well you know that that there was a ladder rungs from you know your boss all the way up to the president and understand how you fit into that as a leader then not only is gonna make you more effective in your own dated a job but then you'll be able to effectively lead your people to accomplish those objectives that you from the top all the way down have in so you'll always be moving in the right direction in getting those those bigger objectives accomplished because you know how you fit into the over arching scheme of things that is probably my number one recommendation for a priority is just get in there and read your commander's intent and guidance all the way up ,"What priorities would you recommend for a person entering this field?
Are there things that would keep me from doing this?
What most important for me to do?
What should I do first if I want to do this?"
s001p007s00253620e00263326,First Steps,certain skills that I wish I had mastered before it started was probably administrative skills so you earlier on in my career I was very good at the technical aspect of the operating aspect it wasn't until I really moved on to recruiting duty where I really had a hard look at my administrative skills because at that time we still kind of hand wrote contracts out and there was a lot of pages with that and if you made a single clerical error you had to kind of start all over again with the paperwork in so doing for years a recruiting duty will definitely make you blot better your ministry of side and so I wish I kind of had known that earlier on because it would save me a lot of late nights and a lot of do overs with paperwork and things like that as I moved on to having to be more straight administratively sound as I moved up in leadership positions and and my career as a whole ,What skills do you wish you had mastered before entering your profession?
s001p007s00272710e00283612,First Steps,one question that I wish I had asked earlier in my career was just how to properly do and even even how to write an email you know it took me a little bit to understand that you that's probably the single most important document of your entire career U. sensually have eighteen lines to summarize what you've done in a year to show like the good work that you're doing and how you're impacting mission readiness is so I wish I'd known earlier the kind of things that it takes to actually write a good evaluation because not only would it help me out personally but then as you move up as a leader your sensually writing those evaluations on your people if your horrible it at eve all writing then your people are gonna suffer they could be doing the best work across the board but if you can't put that down in paper and quantify that in eighteen lines are less than your folks are gonna get overlooked for promotions so you know ask early on how do I write a good even I'll and what do I need to do to write those evaluations to meet what's being looked at ,What is one question you wished you asked earlier?
s001p007s00290522e00300100,First Steps,as a leader you should start understanding you know what those bigger goals are suppose just working on something you know at the at the more subordinate levels so sometimes you might have to go out of your way to find out what those over arching goals are you need to ask those questions you need to go to your leadership and ask them what their expectations are of you and what they want to see happen not within just your individual division or platoon or department but for the command as a whole so you got to really understand what those goals are not always is someone going to force feed that to you might have to go out of your way to find out what are my commands goals and how can I effectively make an impact in those goals or what are some deficiencies at my command has and how can I kind of you know chip away at those deficiencies and turn them from something negative into a positive and and move in that direction ,"As a leader, how much more will I know about the overall goals of the work I am doing?"
s001p007s00301610e00311827,"Challenges,Military,Training",something that was probably the most challenging for me and my training and I've had a lot of training in a variety of different places around the world doing a variety of different things is probably just that time away from my family there are there it I've I've missed both of my kids being born because of training or deployment in so those are things you can never get back and so that's probably been the most challenging for me is that time away even though I do have an understanding family wife who's can can operate independently and two kids now that are in high school and are able to kind of work on their own they don't necessarily need me around all the time I still want to be there to see them you know grass and succeed in and help out and do the fatherly thing but they also understand that that's not always going to be the case work in a line of work that we do so but that doesn't mean to me is it still was a personal challenge was was being away from family during during training or deployments ,"What was the most difficult part of your training?
Was it hard to learn what you learned?
was there a time when you had trouble learning a new skill?
what did you struggle with when joining the military?
what is the toughest thing to learn?
what was hard for you to learn for the Navy?
what was hard for you to master?"
s001p007s00312924e00321524,First Steps,having a conflict within your first few days of of a new unit that's that's entirely common that's not uncommon at all of your new so you got a new environment that you're trying to figure out and learn to and find out what those community norms are and then of course you're new to the people that have been there already in our established and so they're trying to kind of figure you out as well the biggest thing is communication Akon overcome those conflicts you need to communicate to the people that you may be having a conflict with or communicate to your leadership that you are having a conflict and how you can overcome that that's it but it's entirely common to have some sort of conflict whether it's external or internal when you arrive to a new unit ,"You are having a conflict in the first few days in your unit, Is that normal or no ?"
s001p007s00325607e00340427,First Steps,so in order to lead honorably you've got to have that that that word of integrity is as cliche as it sounds we hear it coming to boot camp all throughout your career you have to have that integrity but it's true and that's why it's brought up because if you can have that self integrity to to make sure that you're doing what needs to be done regardless of the situation regardless who's around then internally that's going to reflect on the people you're gonna lead and they're gonna want Amir that and model your behavior as well as the folks that are your leadership are going to notice that you have that integrity and that it's kind of being reflected within the folks that you're leading which in turn they're gonna be able to trust you with more responsibilities and probably give you a lot more flexibility as well because I understand that this isn't this individual has a lot of integrity folks there leading have a lot of integrity we can trust that person as well as that department or division that they're leading to get this job done without a lot of micro management or oversight so again as cliche as it sounds you know it I think integrity is probably that most important aspect ,How you can lead honorably
s001p007s00341723e00351813,First Steps,certain resources that you'd want to look at as you're moving into a leadership position you know there's there's books all those things out there that people have written hundreds of books on leadership you know if the if that's the kind of thing that you're into and you like reading those type of books go on to your nearest book website find out the top ten and start reading those I also recommend that you understand what your leaderships overarching guidance and principles are so that you can be in step with what they're trying to do and so that goes from not only you know you're CEOs intent and guidance but his bosses boss and his bosses bosses boss all the way up to the highest levels and so you have you have to read those kind of documents and understand that structure and that's going to help you out and becoming a leader in making sure that it at the very least you're pointed in the right direction that your command the navy needs for you to be as your leading your subordinates ,"What are some good resources to look at before starting (books, videos, classes)?"
s002p001s00001000e00001228,Background,my name is Mario parties ,"What is your name?
How are you addressed?
What do people call you?
What is your name?
Who are you?"
s002p001s00002028e00002503,Background,what year were you born I was born in nineteen eighty three March eighteenth ,"What year were you born?
What is your date of birth?
What time were you born?
When was your birth year?
When were you born?
Which year were you born?"
s002p001s00005200e00005428,Background,I'm thirty six years old ,"How old are you now?
Are you my age?
Are you old?
How many birthdays have you had?
How many years have you been alive?
What is your age?
What's your age?
You look old."
s002p001s00011512e00011828,Background,I grew up in Saint Petersburg Florida ,"Where did you grow up?
Were you born here?
Where are you from?
Where did you go to high school?
Where did you spend your childhood?
Where do you call home?
Where were you born?
Where's your hometown?"
s002p001s00012215e00013414,Background,I was born as a single child you have any brothers or sisters both parents were around even though they got divorced and I had a pretty good childhood growing up ,"Tell me about your childhood.
How were you raised?
Were you a bad kid?
Were you a good kid?
What happened when you were young?
What kind of kid were you?
What was it like for you growing up?
What was your childhood like?
When you were young, what was your family like?
did you get along with your parents?
did your parents encourage you to join the navy?
were your parents okay with you joining the army?"
s002p001s00020916e00022713,Background,growing up I was a single child and my mom and dad were were together tells about thirteen and they got divorced I still saw my dad on the weekends and would go out fishing and diving with him and then hung out with all my friends you know going up from middle school all the way through high school ,"Tell me about your family growing up.
Do you like your parents?
How well do you get along with your folks?
What is your family like?
What is your relationship with your family?
Who were your parents?
how are your parents?
how is your family?"
s002p001s00023300e00025013,Background,so coincidentally when I was younger I did want to join the navy from a very early young age and then as soon as I was eligible to to enlist mais senior in high school when I was seventeen I joined into the delayed entry program and have made a career of it sense ,"When you were a kid, what did you want to be when you grew up?
Do you have other passions besides STEM?
Why don't you just do music as a hobby then?
are you artistic?
did you dream of doing a job like this?
did you have dreams of being something else?
do you like art?
do you like the arts?
do you remember what you used to think you wanted to do as an adult?
why didn't you pursue music?"
s002p001s00025601e00032210,"Background,Education",actually I wasn't that bad of a student I did get Aizen bees took some honors classes here and there I got more into trouble as far as behavioral wise and goofing around in class a lot it tended to be the class clown but as I got older and realized that I needed to to come to buckle down and and and focus I I did that so you know I changed over time but I wasn't that bad of a student ,"What kind of student were you?
Did you get good grades in school?
Did you get good grades?
Did you have a high GPA?
Did you work hard in school?
Did your teachers like you?
How were you in school?
Were you a good student?
What are your study habits like?
did you do well in school?
how were you in high school?"
s002p001s00033619e00040400,Biography,my home life was my mom and I when I was it was older we live together go to school go to work and also worked at McDonald's as my first job until I left for the navy after my senior in high school I would say was you know pretty average growing up in Saint Petersburg Florida going to the beach hang out with friends going to the mall things like that ,What was your home life like?
s002p001s00040928e00042025,Background,so I joined and and actually left for boot camp for the navy July twenty fifth two thousand and one and I've been working in the navy sense that ,When did you start working with the Navy?
s002p001s00042518e00043013,Background,yes I'm currently active duty serving in the navy ,"Are you currently serving in the military?
Are you currently in the Navy?
Are you in the Navy now?
Are you in the military now?
Are you still in the Navy?
Are you still in the military?
Did you leave the Navy?
what do you do in the navy?"
s002p001s00054816e00055928,Background,my current position now is a senior chief petty officer where I work at explosive ordinance disposal as an instructor for unmanned maritime systems ,What is your current position now?
s002p002s00005322e00022628,JobSpecific,something that I did they got a lot of press and actually made it back into my even my hometown newspaper was when I was marine mammal when I was a marine mammal handler we were deployed to Bahrain using the dolphins there the U. S. so you know they come in with celebrities all the time do visits on bass and somehow they got wind that there were navy dolphins there in the area that we're trained to find enemy swimmers and divers and so they ended up setting up a meet and greet with some of the people that they brought through from the US so so one of those individuals happened to be Ben Affleck we came down and I basically showed him the dolphins that we worked with I let him you know throw some fish to the dolphins and actually do a couple of tricks and there's a picture that was taken of Ben Affleck kinda kneeling down next to me is I'm handling this dolphin in front of them and that got kind of distributed out to the Associated Press and was then like kind of published worldwide on many newspapers from California all the way to Florida to the where you know even my hometown newspaper in Saint Pete had it there on one of the pages San Diego had it there was other places that was getting phone calls from friends and family around the country that was like Hey I saw you in our paper here so that was kind of a fun unique experience and I ended up saving like a clip of that paper and I still have it somewhere in a in a file or folder but yeah that was kind of a neat experience ,What have you done that got a lot press?
s002p002s00024818e00034112,Leading a Team,so one way that you can develop your interpersonal skills when you're working you know in a team or with the team is improve your your skills of communication and listening as well as the work on your ability to set goals for yourself as well as for the team you know it to approach a larger goal you may have to create you know micro goes to get to that and so that every single one of those is kind of a win and it builds up your self confidence it'll build up the team's confidence to ultimately get to this overall goal so that you can achieve that so you know work on your communication skills your skills of listening as well as just set you know personal achievable goals for you and your team that eventually hope you get to maybe what you think is an unachievable our over arching goal ,What is the best way to develop ones' skills in working in and with teams?
s002p002s00053515e00060424,Leadership Strategies,one leadership book that I've read that's related to you know military leadership has been the one by Jocko willing neck which is dichotomy of leadership he's got several other books that he's done on on leadership or co authored with some other people like leaf Babin I think they really kind of touch home on how to create and foster a culture within your organization how to build a team and how to become a better ,What leaders books have you read?
s002p002s00062306e00065823,Miscellaneous,no I don't think it's dangerous for the dolphins and sea lines in your D. actually they have a better life working with us then they do if they were out in the wild they get some of the best medical treatment every day they get medical checks they get fed grade a quality fish the same kind of fish that are served at restaurants these animals are getting there they get great exercise they really have no threats from predators so that no I don't think there's a there's kind of any threat or harm placed on those animals ,Is it dangerous for the dolphins and sea lions in EOD?
s002p002s00080727e00084819,Background,right now I'm getting my college degree through Columbia College of Missouri I've actually done several college classes with the variety of different colleges throughout my career you know the navy has an agreement with with certain colleges that they'll all accept each other's credits so that way you're not necessarily pigeonholed to just going with one university or college and then you move in you know your stuff doesn't count anymore so you know here in San Diego Columbia College Missouri has a satellite school here and they've taken all my other credits from the other schools and universities that I've attended and I'm currently pursuing my bachelors in business administration with them ,Where are you getting your college degree?
s002p003s00021301e00042511,"Culture,Leading a Team,Military",so a particular see story that I can remember was actually when I first checked in to you T. mobile unit three where I was gonna be doing marine mammal handling work and so I showed up you know an E. for in my dress whites and I checked in and you know the guys are already in the platoon space like you're the new check and I said yeah absolutely I like great we're going out to see real quick so here throw this on and come down out of the boat and we're gonna go out and work these animals and now I'm standing there with my packet of papers in my dress whites on and they throw me like some smelly fish smelling close we're shorts and a brown T. shirt they found like a pair of boots that I could wear and within ten minutes from from checking in in my dress whites I'm wearing you know this smelly outfit walking down to where the boats are at to get sea lions on board that we're gonna go work for the day having them dive down to like five hundred feet carrying a line to attach to training mines for for training these animals and so while we're out there that's where they they'll PO in the other the other folks around the boat you really start to get to kinda know me then we got back there like all right go head to shower up now you go upstairs and check into admin and get your other stuff ready to go and finish the check in process I think that was kind of a unique experiences kind of unconventional from what I heard of how you normally check in when you show up to a new command in the navy I actually enjoyed it that way looking back on it because it really got an opportunity for me to immediately understand what I was going to be doing to talk with the folks that we're gonna be leading me in the folks I was gonna be working with in kind of a on formal setting and then you step back into the formal setting put on my dress whites then go and finish the check in process I think that's kind of a unique experience the the for the navy in a cultural experience that were very C. driven were very work driven and so new guy shows up it's me like Hey we're going out on the water to go do some work and then you can worry about the administrative stuff afterwards ,"Describe an experience that illuminates (Navy) culture
Can you tell a story about a Navy experience?
How would you depict Navy culture?
How would you describe Navy culture?
What is Navy culture like?
What is a time that shows Navy culture?"
s002p003s00051114e00055925,"Challenges,Leading a Team",so one way that you can you know improve morale if if given challenging task that's unexpected is it actually starts way ahead of that and that's you've got to kind of create and foster a culture with in your team that is used to having to deal with the unexpected and they understand why they're having to do it in the long run so you know when they do get throw these thrown these curve balls they're they're used to that and I understand that in the bigger scope there's a reason why they're having to stay late to work on something last minute because they have to accomplish an overarching objective mission or purpose but the only way that you can get them to start thinking that way is by having already foster that kind of culture earlier on you know prior to coming up with these these difficult situations ,"How do you help morale? (e.g., when the crew was supposed to go home but needs to stay active/at sea?)"
s002p003s00060918e00070420,Leading a Team,the core team members that I've relied on in my inner circle as a leader has been everyone from the most junior guy up to you know the most senior person at my command everybody has something to offer you'd be surprised even than than most newest person that shows up who might be the most junior person within the team what times they have very good ideas because they come from a different diverse background that you never even thought of it so you've got to be able to take that on and ensure that they have merit regardless of their rank so I think everyone has something that they can provide his input and I lean on every single one of those people whether it's my PO whether it's the the deck plates semen up to you know my department head and you're listening to what their perspective is in using their mentor ship to help you know drive me ,Who are the core team members (inner circle) who you relied on as a leader?
s002p003s00071615e00081811,Leadership Strategies,if you have trouble listening well some strategies that you can do is get out of your own head you effective communication there's a difference between a conversation and communication no communication is being able to actually sit and listen to what the other person is saying without being in your own head trying to figure out what you're going to say next because then you're gonna miss certain things that that person is telling you so one step and you can do is if you find yourself when somebody's talking but you're in your own head trying to figure out how you're going to continue to keep the conversation going or what you're gonna try and say next just stop stop trying to clear your mind and listen to what the person saying and also just be honest a lot of times when waiting to get past your own personal flaws is to let other people know that you have those flaws you can tell that individual you know what I'm sorry I was half listening to what you're saying if you wouldn't mind could you please repeat it so that I can I can hear you a little bit better and we can continue this conversation in this communication in a better light ,"If you have trouble listening well, what strategies can help you listen well?"
s002p003s00085214e00094904,,if I'm looking at getting feedback from a supervisor as trouble actually providing feedback is either unwilling or they're just not good at it I'll just have a blade in conversation with them you know I'll find a time where I can sit down with them and say you know listen I value your feedback I value your input I'm looking for that as an individual from you and seems that we have a challenge here what can we do to improve this relationship between you and I so that way you're able to provide the feedback that I'm looking for because I'm wanting that so that I can continue to do good work for you and for the organization as a whole she just gonna have to sit down and have that candid conversation with that person and let him know that you're not getting what it is you're looking for and is there is it an issue because of something maybe your doing internally or is it something that that individuals having that we need to figure out together ,How do you handle supervisors who were unable or unwilling to give you feedback?
s002p003s00105302e00115624,Miscellaneous,the navy's marine mammal program has been in existence since the early seventies where they were using dolphins and sea lions to conduct different operations for example the dolphins back in Vietnam were actually brought there and we're doing anti swimmer anti diver defense and cam Ranh bay and then the sea lions came online when they discovered that it was a lot more faster and effective to use the C. lines that can dive down to several hundred feet of depth to recover training minds as opposed to sending down a diver who could take you know hours to get down to a depth of that hook up and then come back to the surface so the navy's been using marine mammals since then to basically conduct you know mine countermeasures as well as anti swimmer and diver defense and they still continue to have them even though we are moving forward with advanced technology the marine mammal systems are still an option for the navy to use ,What are marine mammals?
s002p004s00001626e00011310,Leadership Strategies,what makes my leadership style unique is I'd trying do my best to relate to the individual that I'm working with the people that I'm leading one thing that I've learned is that you know all never ask somebody to do something that I haven't myself already done or be willing to do I try and value everybody's opinion from the most junior person in the platoon you know up to my my peers and leaders as well I find that also setting realistic goals is important element that's got me through a lot of troubling times and if we're working towards a larger goal you've got to kind of have those steps to get to that large goal setting those realistic ones kind of helps build that team morale build that unit cohesion eventually entire team is is capable of achieving a lot more than they originally thought they could because you've been fostering this kind of culture the entire time ,What makes your leadership style unique?
s002p005s00001326e00012209,Leadership Strategies,something that I do as a leader that I think is recommend for anybody in that you could imitate is to be a leader you also need to be a reader right so if you look at some of the greatest leaders that we've had you know in the military or just in in life in general if usually been well read individuals and so you know something that you can do is just start to read doesn't even have to necessarily be our books on leadership just read period start reading something that you like in a particular subject or category that you enjoy and then you can kind of start maybe moving into more other challenging subjects were start really trying to read up on leadership through books find people that you admire and see if they've written a book on leadership again most of our motor oil well respected military leaders probably have something that they've created a written even if it's not a book it's probably some sort of you know memorandum or doctrine that they've written and you can read that and try and then emulate that in in your day to day conversations and work ethic and and those kind of things ,What are some of the things you do really well as a leader that someone could imitate?
s002p005s00013224e00025728,Leadership Strategies,so I face a lot of different decisions as a leader in my organization and it's the kind of unique to the military is composed to are compared to the civilian sector you know the civilian sector there it you whether your manager leader you're pretty much primarily concerned with getting the business moving forward in those kind of things are as in the military not only are you worried about mission a success and you know the operations but you also have to deal with the personal professional development of your people and in making sure that they're taking care of an actually looking into you know not only their per you know like the personal life like their family but are they moving in the right direction to progress their career and so you know it one day I can be dealing with making sure that we've got all the equipment necessary to go out and conduct high risk evolution or operation to making sure that the most junior persons family or wife is being able to get taken care of at tri care because they're having issues with medical or dental or how do they even go about doing that or register in a car because they just checked into this new command and they're coming from overseas duty that's something that's unique that you experience in the military but you won't see in the civilian sector and so you know you've got to be ready to deal with that entire gambit of of leadership as well as issues that are gonna come across to you ,What are the most important decisions that you face daily as a leader in your organization?
s002p005s00034527e00045608,Leadership Strategies,ways that you can take lessons that you learned and any kind of leadership school our offer for schools and then trying to apply it in your day to day work is it you know you you've been just a lot you know a lot of times you might be drinking from the fire hose at these particular schools you're only going to remember so much maybe you've gotten those books you brought them back you've got your notes that you've taken in those schools reference those from time to time and trying to apply those theories and then and the lessons that you've learned you know little at a little bit at a time you know I could be able to take the entire thing walk right in and and know it all and be able to apply everything you've learned during that eight week school and think that you've got it but if you look at every little piece and then try and do it systematically bit by bit then you'll be able to really apply those lessons that you've learned and you might find that some of the stuff that you weren't those schools is kind of outdated and the curriculum maybe hasn't been updated in awhile and so it's no longer works that way but guarantee there's been some good golden nuggets that you've picked up at those schools that you can take in trying to apply a little at a time into you fully grasp the concepts ,How do I take lessons from officer school and apply them in real life?
s002p005s00050505e00060528,Leadership Strategies,one thing that you need to know about yourself to lead a team is what are your flaws in what your weaknesses are again it's very easy to know what your strengths are but if you don't know what your weaknesses are and how to work on those and you're not gonna be able to improve yourself which in turn your can be able to improve your team so that I've usually done is no all sit down with the group as a whole after we've really developed like a good relationship in a team culture and I'll just ask the entire group you know no holds barred tell me like it is where where my family knew or how can I improve as your leader and actually get their opinion to be surprised the kind of things that you thought that you were doing right that you might be doing wrong in their eyes and then things that you thought were a weakness personally that they actually consider strength that you're doing correctly so you've got a every now and again sit down have those candid conversations with your team and let them tell you that the emperor has no clothes and then take that criticism and work on it ,What do you need to know about yourself to lead a team?
s002p005s00061518e00064412,Leadership Strategies,what you need to know most about your team members it what is what drives them everybody has something that's different they have their own personal backgrounds everyone's got a different diversity they've grown up differently some of them have different morals and personalities so you got to kind of figure out what each individual is what makes them tick what drives them and then use that to your advantage as well as theirs to improve the team as a whole and move forward with the mission objectives ,What do you need to know about your team members?
s002p005s00094223e00113201,Leadership Strategies,some important factors when making decision and that you want to consider I think is ultimately is the juice work the squeeze you know is the risk worth is the reward worth the risk you need to look at what is the desired end state what is the actual desired intent at the end and then kind of work your way backwards from that to figure out what it is you're gonna need in order to achieve that that objective and make those decisions and then ultimately is it even worth moving forward in that path once I've discovered over all the other stuff that I've got to think about in the planning that's involved what are some secret sauce tips for your leadership style some secret sauce tips for my leadership style would be you know be an active listener communicate properly be relatable to the folks that you're leading so that they have trust in you and that they feel that they can come to you and talk to you about situations that you value their opinion and don't be afraid to to do the dirty work either I've found a lot of times you know you if you're a leader in let's say it's time to do clean up you know don't just ask your folks do clean up go out and grab the broom yourself and help start sweeping you'd be surprised how many other people are going to join when they see you as the leader out there sweeping up the P. way are cleaning up something everyone else wants to join in because like wow if he's willing to do this now what am I doing you know and that also shows your folks at your relatable nature able to get down to that level and to build that trust ,What are the most important factors about a situation to consider?
s002p005s00115613e00125525,Leadership Strategies,one particular leadership style that I hope is dying out would be out of the the micro managing style you it's it's been proven to not be very effective it creates trust issues if you're constantly having to micromanage your people so I'm hoping that that's going away and that people start looking more towards you know being able to delegate down to the lowest person because that creates trust it also builds responsibility and also creates you know of a leader of leaders so even the lowest guy feels that they have value and that they're able to lead something even if it's just you know their own job that they're doing or another particular person is at the same rank as them it's starting to build their responsibility their leadership skills and that you know that feeds up as well as it trickles down so I'm hoping that the style of like micro managing and that abusive style of leadership is going away ,What leadership strategies are dying out?
s002p005s00130401e00135023,Leadership Strategies,some warning signs that you might see with problems of your team morale is gonna be the first one if you're noticing that everybody is just down people don't enjoy being where they're at they don't joy the work that they're doing that should be one red flag right there and that's where you need to take time to step away gather the group up and find out what is going on that's that's decreasing morale another one that you're gonna find is just trust issues that are being with tested within the team people are trusting one another maybe they don't trust you maybe they don't trust their peers why is that happening because everyone should be able to trust one another within the team OB so those are two that I can think of right now that or where it red flags if you're having issues with that issues within the team ,What are warning signs for problems in a team?
