ID,topics,text,question
s001p014s00244067e00251497,"Background,First Steps,Priorities","at the start of my career. I was young in the Navy and I understood the mission mission had to get done as it has actually progressed. The mission still has to get done. But I think about the needs of my sailors, the needs of others. And in order for the mission to be completed, I have to meet the needs of my sailors. Uh, of the people, my junior, is the people that I am leaving. I have to meet their needs and the mission will be completed.","How have your priorities changed as your career progresses?
Do you think differently now than you did at the start of your career?
Has your work shaped your priorities?
Have your priorities changed throughout your development?
In what ways have your priorities adapted to your career situation?
What priorities do you have now that you didn't have earlier in your career?"
s001p014s00254830e00261973,First Steps,"it takes getting to know everyone in your group in order to make a change in your teams having conversations, meeting sailors made meeting sailors, people where they're at. That is how you would make a change, Um, for the good, for the betterment of the team.",What does it take to really make a change in a team?
s001p014s00285943e00302763,JobSpecific,"the view of my line of work has changed over time has me remembering when I would watch, uh, military shows on TV. I think about how, uh, the military was just so hard core and they were up in your face and kind of negative. That's the way it was portrayed. What I feel now is that the military is more like a family, Um, at least for me. Um, you think about your family members who have challenges, who aren't perfect, that you think about your motivating family members who want to share everything. And they're they're just the sunshine in your life. And that is the way I view this, this organization now, um, as we as I As I go up the ranks, I realized that I am just I'm more personable with sailors. I'm more personable with my officers and things like that. It's not as hard core as it used to be. It Z. It's still tough and challenging, but you're you're ableto thio. Take care of people the way you see fit and not the way it's, um, done in. And, uh, like a like a robotic way. Um, that's how I as you this organization, the Navy now","How has your view of this line of work changed over time?
Has your opinion of your job altered?
Has your view of this work changed and how?
Have you changed your opinion about this line of work and if so, how?
What about your attitude change concerning your profession?"
s001p014s00305913e00312907,"Advice,First Steps,Priorities,STEM","one of the priorities that I would recommend someone, uh, in a leadership position would be such a goals. Know what you want to do as a leader? Know what you want to know? Your expectations of how you want to be a leader. Um, once you do that, it kind of, like flows over into everyone else. But I believe setting your goals is number one.","What priorities would you recommend for a person entering this field?
Are there things that would keep me from doing this?
What most important for me to do?
What should I do first if I want to do this?"
s001p014s00324577e00332367,First Steps,"Okay, So one of one of the skills out I think about maybe I should have mastered was more critical thinking in this organization, you have to critically think about things because of the mission Onda way things are changing so fast or are so for me. I think if I had learned more of A to be a more of a critical thinker in the beginning, um, that would have helped me, uh, earlier in my career.",What skills do you wish you had mastered before entering your profession?
s001p014s00361793e00363693,First Steps,"a question that I would ask in the beginning of a leadership position is what is What is the expectation? What do I need to do to get to the, uh, the level of a great leader?",What is one question you wished you asked earlier?
s001p014s00453217e00462023,First Steps,"as a leader. Knowing about different goals started when I was in the Navy, very young, a za cook, peeling potatoes. That's that was my goal to fill the potatoes and make sure that everybody on the ship was fed as I promote higher in this organization the goals of my leadership, the goals of myself, they change. I think about the goals of my commanding officer, the gold of the secretary of the Navy Department of Defense. They all have different goals, but I realized, um, as a leader, we have Thio understand those goals and then meet in the middle with everyone's goals.","As a leader, how much more will I know about the overall goals of the work I am doing?"
s001p014s00473307e00483263,"Challenges,Military,Training","the difficult part about training to be a leader waas understanding that I was going to be taking leadership leadership information for people who were younger than me. Um, you know, we think we always say, you know, age doesn't matter is just a number, but I joined this organization kind of late in life. So for me, being able to have an open mind and receive information for people who are younger than me and then trusting what they were saying was either true or I would have to follow up to make sure that what they were saying was was correct. So for me, I believe that, um, that that that barrier of the age difference, um that was a challenge for me.","What was the most difficult part of your training?
Was it hard to learn what you learned?
was there a time when you had trouble learning a new skill?
what did you struggle with when joining the military?
what is the toughest thing to learn?
what was hard for you to learn for the Navy?
what was hard for you to master?"
s001p014s00491250e00494693,First Steps,"having a conflict in the beginning of your leadership position, I would say it's not normal. However, it is probably understandable because you're new. Um, you're the new person that is part of the team. There are different personalities, different attitudes, different cultures and things like that. So, um, that would probably be the reason, um, if there were a conflict as a new leader.","You are having a conflict in the first few days in your unit, is that normal or no ?"
s001p014s00501597e00505830,,"leading honorably starts with integrity. You have to know to know yourself and to know that, uh, your integrity matters at the end of the day, that's really all you have is your honor and your integrity. And in order for you to, uh, to be the leader that people expect you to be or that you even want to be, you have to be able to have integrity. Um, that's what probably",How can you lead honorably?
s001p014s00520920e00533703,First Steps,"some of the resource is that I believe are good to look at our. So, first of all, YouTube has great information about leaders. Um, if you just Google how to be a good leader, there are a lot of videos that come up looking at the CIA knows book list or reading list. Those offer a lot of books on leadership. Um, and if one more thing if you just Google books on leadership, uh, they come up with a lot of books is Well, one of my favorite books for me was the 1st 90 days. Uh, it's a leadership book, and it talks about how you, um, strategically plan your 1st 90 days, Um, in a leadership position. A Sfar as taking a step back, getting to know your sailors, um, paying attention to, um, Who your sailors are Are they there needs and your higher leadership, your commanding officer and your XO. What? The expectations for the organization is so for me that those were some great resource is","What are some good resources to look at before starting (books, videos, classes)?"
s001p015s00002103e00010300,JobSpecific,"One of the things that I've done that received a lot of press was a video I made, uh, with my son for the Navy Army game. My son, uh, graduated from the Naval Academy and they wanted to do a video of of the two of us. And the video is actually called, Um, my son follows in his mother's footsteps. Um, I got a lot of press from that. Um, very motivating and empowering. Um, and it just started out with a story, Yeah.",What have you done that got a lot press?
s001p015s00012897e00021560,,"I write a good evil on my young sailors by first asking them to provide me with a few things. One of the things is there brag sheet, everything they've done for the year there Prince report, which is their report of how they how they performed during the their P. R t. Um, any volunteer or community service, anything that they can provide, and that's how I start writing their evil.",How do write a good eval?
s001p015s00085350e00095933,,"so situations happen all the time. Um, and in some situations, you may have to take the blame for something you didn't cause. So you have to ask yourself, should you take that blame for something you didn't cause? So for me, Um, if I don't want to say I'm taking the blame, I'm going to take the responsibility and own up. Um, for one of my sailors who did not, maybe or misunderstood my training or misunderstood, uh, what I was trying to get them to do. Um, And if someone higher up than them higher up on the chain, uh, blame them for something, I would take responsibility for it. And I would just ask, How can we fix it? Let us fix it and come back and make it right.",When should you take the blame for a problem you didn't cause?
s001p015s00102223e00113227,Leadership Strategies,"So when you have a team, you understand that everything is not going to go perfect. Um, there's gonna be some agreements, and they're going to be some disagreements. If I were faced with a disagreement, one of the ways I would handle it is, uh, toe ask, how can we fix it? How can we get through it? Um, in order for the team to get to that next level to complete the mission, we we have to be able to communicate, and some disagreements are part of it. So how we handle it, how we talk through it, um, to get to the end goal is what's gonna be important. So while there are many ways I could have explained how there are disagreements, I just know when you have disagreements, the best thing to do is to communicate to so that you can get to the end goal",Tell me about a situation where your team and you had a major disagreement about how to handle something.
s001p016s00000957e00003363,,"I don't. The kinds of people that I work with are happy, energetic, motivated. Um, they'll come with different skill sets. Um, different types of resource is, um yeah, those are the kind of people that I will work with.",What kinds of people will I work with? Personalities
s001p016s00004454e00011167,,"he e could lift. It all depends on what I'm lifting. So if I'm doing squats, I I could do Maybe, uh, £250. Um, for two reps on, then bench press. I can probably bench press play, be a £100. Maybe it's all depends on what it is.",How much can you lift? (weight lifting)
s001p016s00020080e00022820,Leadership Strategies,"if you're having trouble listening Really well, some of the things you could do is obviously listen, Um, ask, um, or repeat back. Do a repeat back. Um, for example, did you say or did I understand you to say maybe do something like that? Repeat backs will absolutely help you to listen well.","If you have trouble listening well, what strategies can help you listen well?"
s001p016s00025203e00032170,Leading a Team,"my core members or my core inner circle that I rely on. His leaders are my mentors. My mentors are the ones that, uh, keep me accountable. Um, help me to get through the good and bad of all situations. And, uh, my my junior sailors, um, they help me, uh, as well.",Who are the core team members (inner circle) who you relied on as a leader?
s001p017s00001293e00010887,Leading a Team,"sharing personal stories and your emotions and being vulnerable in front of your team. Sometimes you don't know when to do it. I know, for example, for me showing up to my first job in the beginning. You wanna get to know everyone? Um, and I think after you get to know people, that's when you're able to share your stories. Um, you have to know somebody before you could tell your story. Or you might share your story before you get to know them. Maybe that will help bring about a change or growth, Um, or an understanding in the beginning With that person, it just all depends. I believe it's at at different times in different levels.",When is it a good idea to share personal stories or emotions with members of your team?
s001p017s00012156e00015837,Leadership Strategies,"council skills that are important. The most important one for me is listening. It is it's very important to listen when you are sitting down counseling someone, um, most of time. I think people just want, want, want to be heard. So I think it's important to listen, um and then wait to give your feedback or your thought process on what, um, they need. But the most important when count listening and sitting down within a counseling session is listening.",What counseling skills are important?
s001p018s00002177e00004627,Leadership Strategies,"my leaderships Dallas. Unique because it's it's me. It's who I am. Um, it's how I share and express myself. Um, with my teams, my sailors, my organization, Um, that's why my leadership leadership style is unique.",What makes your leadership style unique?
s001p018s00011103e00015420,Leadership Strategies,"something that I do really well as a leader that someone else could, um, emulate or imitate, Um would be, um, having a conversation or leaning in when I'm speaking to someone, Uh, and and being personable, I was just told yesterday, but one of my master chief's one of my master chiefs how personable I am and how they would love for me to be part of the oven. Instructor, Uh, because of my my personality and how personable I am.",What are some of the things you do really well as a leader that someone could imitate?
s001p018s00022977e00031380,Leadership Strategies,"some of the most important decisions I make daily, um, in my organization or in our organization, um, our concerns with, uh, my sailors on a personal level. Professional level it, ZZ um, what we do in our jobs go to school, the training, things like that. But, um, dealing with each sailor, um, each person on a personable level, with concerns with family, um, those are the most important concerns.",What are the most important decisions that you face daily as a leader in your organization?
s001p019s00003533e00014150,Leadership Strategies,"okay, if I could advise you to take a lesson from your leadership school and apply it to your real life, One thing I would advise is take one or two things that you've learned. Um, and use it. Um, you're gonna learn a lot of different things, a lot of different skills. Ah, lot of different, uh, trainings in your leadership school. And it may be overwhelming, but take one or two things that you think that would be important to you And use that in your your personal life and your everyday life. Um, for example, if the one thing that you learned waas being able to communicate by asking one question, a personal question or a professional question take that one thing. And if it works for you as the individual, use that one thing to help you in your home life",How do I take lessons from officer school and apply them in real life?
s001p019s00020783e00024097,Leadership Strategies,"what I need to know about my team members are yeah, um, what's important to you? As far as being part of a team, there are some people who can't work in a team environment. So one thing I would want to know is what's important to you when working with a team when being part of a team. Um, that would be some one thing that I would actually ask. Yeah.",What do you need to know about your team members?
s001p019s00032207e00035020,Leadership Strategies,"What do I need? What I need to know about myself in order to lead a team is my Why? Why do I want to lead the team? My What? What is it that I could do to lead the team? Andi, thirdly is my how how and what does it look like to me in order to be, uh, to lead the team?",What do you need to know about yourself to lead a team?
s001p019s00043533e00050110,Leadership Strategies,"the most important facts about a situation to consider our, um, the five W's what? Where, when, Why and what's the other one? Who? Absolutely, um",What are the most important factors about a situation to consider?
s001p020s00000627e00022433,Leadership Strategies,"There are all kinds of sailors that are part of your team. Um, one sailor that causes problems in a team. Um, our sailors, who maybe are unhappy, Um, disgruntled, uh, a sailor who is maybe ready to get out. Their time is up. Um, and they may bring unhappiness to the team. How would I handle that? I I do believe in inclusion, including everybody, even the ones that don't wanna be a part of something. So I have to communicate. I have to speak to that sailor. I have to sit them down and ask them, Um, what's going on? How can I help you? Um, how do you see yourself being a part of the team, or do you even see yourself being part of the team? So in order to help someone, you have to communicate with them. We don't know their story. We don't know what happened the day before or the day. Or maybe that moment. So maybe they're going through something. So the biggest thing is to communicate. I have a sailor right now who, um, is struggling Thio be a part of the team? Um, he's unhappy. Um, he's ready to get out the Navy. And you know that cliche. One bad apple spoils the bunch. It's not always true. You could tell the ones that are unhappy and he is unhappy. And I just sat down with him today and I explained why I I just sat down with him and just asking the question of what's going on. He explained it. And while you think it's supposed to spill over into everyone else, it almost did. But it didn't. And one conversation, just one conversation, and he feels better, so I just believe in order. Thio, help someone get through that you have a conversation.",What kinds of sailors cause problems in a team and what can you do to improve it?
s001p020s00024663e00032300,"Leadership Strategies,Leading a Team","even how I get to the root of a problem with the team member communication conversation. Carrie. Those three things are so important. The first thing I would do is pull them away from the team. Ask questions, My favorite questions. The five W's who, what, where, when, why that will enable them to express themselves and find out what is going on working.",How do you get to the root of a problem with a team member?
s001p020s00034063e00043703,Leadership Strategies,"Well, you know, being the leader is important to me, e love sharing all of my experiences and, uh, being part of teams empowering people. And I get asked a lot when is breaking the rules. Okay? And I just have to be honest, It's never Okay. It's never okay to break the rules. Breaking the rules said something about who you are as a person. Is there something about your character? All right, So for me as a leader, um, as a, um, senior enlisted leader who empowers others, breaking the rules is never okay.","When is breaking the rules okay?
How much money do people make in the Navy?
How much money do you make?
Is it ever ethical to break rules?
Is it okay to  break rules?
When is okay to break rules?
Will the Navy pay me enough?"
s001p020s00052650e00062077,Leading a Team,"the way to tell if you can influence someone or change. Someone starts with knowing that we can't change anybody. We just can't, um, how you carry yourself, how you treat others, how you talk to people, that is how you influence people. But trying to change someone can't happen unless that person wants to change. They have toe. Want to change within themselves. You can't make anyone change, but you can be the example and influence people buy. Um, like I said, how you treat them, how you act and what you believe in.",How can I tell when someone can be influenced versus someone who won't change?
s001p021s00002187e00013840,Leadership Strategies,"if you ever have a situation where your priorities, um don't agree with the chain of command. Um, as a senior enlisted leader, I've had some situations where my priorities did not agree with the chain of command or my upper ranking chain of command. Um, the first thing that always has toe happen is a conversation. Because I am in that upper chain. It's easy for me to have those conversations. I'll say, Hey, sir, Um, Hey, ma'am, Um, Hey, Master Chief, can we sit and have a conversation for a junior sailor? It is a must. You have that conversation as well. However, the way to get to that, you have to start with requesting asking your lpo uh, your senior chief, your master Chief, if you can, uh, request a meeting so that you can, um, express your feelings and concerns about the, uh, the situation",Tell me about a time where your priorities conflicted with the priorities of your management.
s001p021s00015650e00030090,Leadership Strategies,"in my field as the senior enlisted leader for the command. There are going to be some risk. There's gonna be some uncomfortable conversations. Um, some things that I have to share with my upper chain, my commanding officer, my XO, some things I have to take to them with my sailors fighting for my sailors, advocating for my sailors. Uh, and sometimes that those air wrists, Um, especially when a mission has to get done, a job has to be completed. Um, advocating and and and having conversations. Um, maybe a risk. Um, for my sailors, Uh, not a risk for my sailors, but a risk on behalf of my sailors, Um",Tell me about a situation where your team and you had a major disagreement about how to handle something.
s001p021s00034193e00051073,Leadership Strategies,"some of the problems that I try to solve at my level. Our personal problems, maybe family concerns. Um Ah. Professional concerns, for example. Training. Where do I go now? Where would I go next in my career? But other things like, uh, Sapper, um, that would include a victims advocate. Um, suicide, obviously. That would include a medical care provider. Domestic violence. Um, that would include a a family advocacy person. Um, racism, um, equal opportunity. That would involve the command Equal opportunity officer. Uh, Cemil, Um, while there are certain things that I can handle at my level, there are most important things you have to involve, um, someone that has a little bit mawr, uh, involvement in those situation. It's very important. Thio share those resource is with your sailors or your team when they are going through certain things, okay?",What problems or warning signs should you not try to solve and refer up to specialists instead?
s001p021s00053023e00064400,Leadership Strategies,"when I'm dealing with situations or failures that I did not cause or if I could say it was not my fault. The first thing I do is I don't find fault in someone else. Um e I, um I own whatever the situation Waas I believe that getting through it with starting with me because of whatever the situation was whatever, whoever the person was that that may have failed them. Um, I own it, and I take ownership of it and help that person get through it. Um, even if they want to talk about you know how it failed, who failed and things like that, that's fine, because sometimes that feeling, But the most important part is getting through it and getting past it, Um, not only for, um, that person, but it will help them grow and then teach them that even though somebody failed them, there is a way to get through it.",What do you do when given an impossible situation due to failures that you didn't cause?
s001p021s00065750e00075537,Leadership Strategies,"Uh huh. So when I have to deliver bad news, for example, a family emergency or loss, I asked the sailor to come into my office on DWI. Go somewhere where it's just he or she and I, um I asked them how they're doing. Um, and then I I break the news to them. It could be very devastating, especially if you're out in the open in front of a lot of people. So when I have to deliver something, um, some sad news or some bad news it's best to be in a one on one situation. Wow.","How do you deliver bad news, such as a family emergency?"
s001p021s00080587e00090207,Leading a Team,"Why do people leave the Navy? There are many reasons why people leave the Navy. It's either. Their time is up. 20 years, 20 to 30. It's time for them to go. They may want to do something different, go to school without being in the Navy. They may want to start a family. There are so many reasons why a person wants to leave the Navy. The first thing we should do when a person decides that they really want to leave the Navy is sit down with them and have a conversation, Um, a career development board, um, or just a simple conversation and ask why. But at the end of the day is their decision on why they want to leave the Navy.",Why do people leave the Navy?
s001p021s00092240e00101760,Leadership Strategies,"when I asked myself the question How can I work smart? I think of a lot of things. But the one main thing I think about or I tell myself in order for me to work smarter, I have to first know why. Why am I? Why do I want to work smarter? Why is it important to me? Toe Want toe work smarter? Um And then I come up with the The answer is, uh, for my personal reasons. When I'm working smarter, it makes my job easier. It makes my job better. And at the end of the day, for me, working smarter at adds to my growth and my excellence in my you know, position.","How can I work smarter?
am I pursuing this the wrong way?
how can I become more efficient?
how can I improve my activities?
is there a better way to do this?
is there a more effective way for me to approach this?"
s001p022s00002320e00002523,Miscellaneous,How you doing?,"What's up?
What are you doing?
What are you up to?
What is going on?
What is up?
how's it hanging?"
s001p022s00002930e00003263,Miscellaneous,the weather here is amazing.,"How is the weather?
Is it nice there?
Is it raining?
Is it really bad outside?
Is it warm outside?
What is the weather like right now?
What is the weather like?
What's the weather?"
s001p022s00003833e00004110,Miscellaneous,I'm doing well.,"How are you?
Are you well?
How are you doing?
How was your day?
How's it going?
are you happy?
how do you do?"
s001p022s00004707e00005067,Miscellaneous,I am in sunny California.,"Where are you?
Are you in the US now?
Where are you now?
Where do you currently live?
Which city are you in right now?"
s001p022s00005860e00010230,Miscellaneous,my favorite color is red.,"What is your favorite color?
Are you a boss in the Navy?
Are you high up in the Navy?
What is your position in the military?
do you have a favorite color?
do you have any color preferences?
other than Navy blue, what colors do you like?"
s001p023s00000850e00005630,Miscellaneous,"one of my favorite books is Love, like You've Never Been Hurt and the reason why Thio is because I went through a bad divorce and I had some concerns about me, and when I read that book, it showed me and it taught me that love starts with me now. I really knew that already. But it confirmed it confirmed that love starts with me and for me to love, like I've never been hurt and that it was okay to be vulnerable, so that is one of my favorite books.","What's your favorite book of all time? Why?
Do you have a favorite book?
Is there a book that changed your life?
Is there a book that you love?
Your favorite book?
have you read anything that made a difference in your life?
what have you read that changed you?
what's your favorite read?"
s001p023s00011556e00013733,,"my favorite movie is pretty woman and the reason why I love that movie so much. It shows her perseverance, how she had a dream and she kept moving towards that dream and she ended up with her dream.","What's your favorite movie of all time? Why?
Do you have a favorite movie?
What is one movie that you love?
What movie do you love?
Your favorite movie?
is there a movie you really like?"
s001p023s00020570e00025147,Miscellaneous,"okay. If I could meet anyone in the world today, it would be Michelle Obama. I would say to Michelle Obama, You go, girl. And the reason why I would want to meet her is because she speaks for everyone, not just women. Black women, uh, Hispanic. She speaks for everyone. And I would want that is one of the reasons why I want to meet her. And I would just I would just want to say to her, You go, girl. And also I loved your book becoming","If you could meet anyone in the world today, who would it be and why? What would you say to that person?
Who is one person you would like to meet and what would you ask them?
Who would you love to meet and ask questions?
one famous person you'd like to talk to about something of interest to you?
who would you like to meet and talk to?"
s001p023s00030560e00033627,"Miscellaneous,Motivation","Yeah. The person that I most admire is my best friend. His name is Andre, and I admire him because after everything that he's been through in his life, he has actually made a big difference in his family, in his community and in his church community. And I admire him so much for that, Yeah.","What person do you most admire and why?
Which person do you admire and why?
Who is a role model for you?
Who is your role model?
Whom do you admire?
what person stands out to you?
who is really cool to you?
who is the best role model?"
s001p023s00034400e00034853,Background,"I was born in Akron, Ohio.","Where were you born?
Were you born in Los Angeles?
Where are you from?
in what city were you born?
what's your home state?"
s001p023s00042643e00052577,Building Rapport,"something funny about me is I don't know if this is really funny, but I love going to comedy shows. I love to laugh. Um, I just believe when you're laughing, your see, let me start that over so I really don't have a funny story. And if I do, I can't remember it. But I like going to comedy shows. I love to laugh, um, laughing. For me, it's free. Um, when I'm having a bad day or even a good day going to a comedy show or watching a cockamamie in on TV or Netflix or something like that, it it makes me laugh. It cracks me up, and I because I like to laugh.","Tell me a funny story.
Narrate a funny story.
do you know any funny stories?
have you ever been in australia?
make me laugh
tell me a story.
tell me something funny.
what tickles you"
s001p023s00053927e00055980,Miscellaneous,"Well, my favorite food is spaghetti or pasta, as they say. Um, I've had that, um, favorite food for a very long time, Ever since I was a little ever since I could remember. Um, it's really may not be that good for you right now, but I love pasta.","What is your favorite food?
At work, how will you be spending your time
At work, what will you be doing
How will you be spending your time at work
do you have a favorite dish ?
what do you like to eat?
what is your ideal meal?"
s001p023s00062637e00065080,Miscellaneous,"my least favorite food is shrimp the reason being? I was told at a very young age that shrimp are the Roaches of the sea, so I can't eat shrimp. That's why it's my least favorite food.","What is your least favorite food?
is there anything you hate to eat?
what food do you hate?
what food makes you gag?"
s001p023s00072253e00075337,"Culture,JobSpecific,Military","mhm the coolest thing that I ever did in the Navy, and this is really personal for me. Um was past my swim call at boot camp, and I say that was the coolest thing because I joined the Navy not knowing how to swim. And when I passed my swim call that was so cool to me, I felt empowered. It was just cool.","What was the coolest thing you did in the Navy?
Did you get to do cool stuff in the Navy?
Did you have fun in the navy?
Do you have any sick stories about your Navy career?
Is being in the Navy fun?
What cool things did you do in the Navy?
What is your favorite memory?
What sticks out to you as an awesome Navy experience?
What was your favorite memory while in the military?
what is the coolest thing you have done with the navy
what was the most coolest thing that happened to youn in the navy?
what was the most interesting thing you did in the navy?"
s001p023s00080960e00084397,"Benefits,Building Rapport,Military","the best military perk that I ever experienced is the 10 or the 15% discount. I am a shopper and I spend a lot of time in, uh, stores. So when I walk up Thio the counter and I asked, uh, do you have a military discount? And, yes, that is the best military perk, right?","What is the best military perk you experienced?
How does the Navy take care of its members?
What are the best benefits of joining the military?
What are the extra pluses of being in the military?
What perks come with joining the military?"
s001p024s00001520e00022260,"Challenges,Leading a Team","I help morale by, uh, encouraging conversation or and or ah, Fun Day. So we're not able to, for example, were not able to leave and go home right away, but we can take a break. So, um, I have a time where the sailors or the team, they have the little, um, paintball guns, and we take maybe an hour and we set up bottles and we allow the sailors or the team to just shoot the bottles. Who can shoot the most bottles down? Um, it breaks up the time a little bit. It breaks up the monotony on bare, all having fun, having a little bit of friendly competition. Competition. That's how I see, uh, adding to the morale, Especially when you can't go home after a long day and you have to complete the job or the mission. Right? All right. Mhm. Yes. Yeah.","How do you help morale? (e.g., when the crew was supposed to go home but needs to stay active/at sea?)"
s001p025s00013000e00033697,Challenges,"one of the challenges that I faced, Uh, coming up through the ranks is, um, my For me, the challenge would be, uh, being maybe ah, junior and and my age is one of the challenges for me as, um, coming up the ranks. I was a junior sailor, but my age was a little older. Um, and for me, that was a challenge, because I I saw myself as a leader. And but my rank, uh, had a lot to do with it because I was a junior sailor and I it was challenging to move forward with certain things the way I thought the way I spoke the way I carried myself. And unfortunately, in the in this organization, we do a lot of things by rank and being a junior sailor, um, motivated to do great things and to be that leader. I had to stay in my place because of being a junior sailor and how I overcame that was just by waiting out my time, making sure that I was studying and reading and so that I could get to that next level, um, actually tow where I'm at now so that I could, uh uh, be the leader that I know I could be and then understand that, um, the junior sailor, especially now coming in, Uh, a little smarter, knowing a little bit, mawr, um, knowing that they are the foundation, or they set the tone for what we know now. Um, and I'm okay with that. I didn't understand it before when I was that junior sailor, um, coming into the ranks. But now, being a leader, I do understand that even though your rank is a junior moving up the ranks, you should be able to listen and encompass everything that the junior sailor has to offer.",What challenges did you face and how did you overcome them?
s001p025s00134063e00155210,"Challenges,JobSpecific","the most challenging part about my job is being an advisor. Um, I love my position, but at some points in my position, I realized that I have to have uncomfortable conversations with my sailors. I have to have uncomfortable conversations with the triad. And at the end of the day, my CEO, um, he makes the final decision. For example, I had a sailor who, uh, may have potentially, um, been around someone who has cove it at this time. Right now, we are in this cove it situation with with this disease and being in the military, we have to be really careful with that s So I did have a sailor who was around someone who tested positive for Cove It on and he came toe work and let us know that hey was in that area while he was there. He was also told that everyone had been tested and it came back negative. I did advise the triad that, um it's important for us to let everyone else know. I was also told that we he didn't want to alarm anyone and because the test came back negative. But the bigger picture is that everyone should know who is in the area with someone who has, uh, tested positive for Covic. Attend of the day. I did advise my commanding officer about, uh, that situation. He did change his mind, um, and did allow me to put it out to the rest of the sailors. But I realized the challenging part for me is no matter what at the at the end of every conversation, at the end of every situation that I advise him on, he is the deciding factor. And I have to carry out the mission. Um, and e have to carry out the mission sometimes with no questions asked. Um, and that could be a challenge for me.","What is the most challenging part about your job?
Is your job tough?
Was there ever a time when you hated your job/
Was there ever a time you hated your job?
What did you hate about being in the Navy?
What do you hate doing?
What do you not like to do?
what are the challenges of being a sailor?
what do you do that is difficult?
what is the biggest challenge you've had in the Navy?
what's the worst thing about your job?"
s001p025s00162000e00181600,Challenges,"the biggest failure that I have had, and I don't even know if it is really a failure. I really believe it's a lesson eso going up for Senior Chief, I think I've done that. I've put in a package, uh, for Senior Chief maybe five times. And each time I started to question myself like some of us do. And, um, you almost feel like you're failing, because in your mind, you're you're doing everything that you need to do as you know, to stay competitive in this organization, um, and to just take care of your sailors and your peers. And I think for me, the biggest failure was, uh, the fact that I questioned myself on guy, You get to a point where you don't feel like you're worthy of of of promotion. Andi, I think for me, that was the failure on my part. I could tell the story and maybe encourage others. But then the self reflection I have for myself and feeling that way, um, second guessing myself. And that was a failure to me. What I learned from that is, even though I question myself and I was, uh, I did my self reflection. I also learned that there's growth in that, Um, and it makes me a better person both personally and professionally. So although it didn't seem like a failure, the story doesn't seem like a failure because maybe it's personal, But for me, it made me feel some type of way and cause me to feel like it was It's part of being a failure, but I grew from it.",What is the biggest failure you ever had and what did you learn from it?
s001p025s00184377e00202880,"Background,Challenges,Failure","the failures that I am most unhappy about, um, majority of the time. For me, it's my, uh it's personal. Um, and professional, I have a, for example, coming up in the ranks, and this organization, you know, came in the Navy kind of late in age and motivated as a sailor. But I had a couple of people who thought my my job performance and everything was amazing. But my administrative skills were not up to par. And I guess hearing that, um, from somebody of, ah, higher ranking than you, um, it makes you feel like you're a failure. Um, administratively. So you you have those those questions, those conversations about your failures and what your weaknesses and things are. And one of those is administrative for me, And it made me second guess it made me question myself. Um, but at the end of the day, I've learned from it, Um, and but that's Ah, that's a failure for me to a point where I, um when I start something, for example, working on, uh, packages for, uh, map meritorious advancement program. When I'm working on a package, I start to ask myself, um, am I doing this right administratively are the words correct? Does this sentence make sense? Does this paragraph makes sense? I second guess myself and to me, um, self sabotage is kind of like a failure.","What are the failures for which you are the most unhappy?
Can you tell me about a major failure you've had?
Describe a time you failed.
For what failure do you have the most regret?
Tell me about your most upsetting shortcoming.
What defeat makes you the most distressed?
What failures make you the most upset?
What has been your saddest time in life?
What is your biggest failure?
What made you sad?
What was the saddest time in your life?
saddest moment of your life?"
s001p025s00220290e00230770,"Challenges,Failure,JobSpecific","here at my command when a person fails when a sailor fails, Um, it's very unfortunate. However, uh is growth. We deal with it by allowing the sailor to fail, um, and then asking the questions, You know what happened? How can we help? Um, and this brings out a conversation where they're able to speak about their failure and then learn from their failure. Um, I believe in second chances. If you're not failing, if you're not, uh, making mistakes, um, then you're not growing. Um, I don't believe that it's a weakness if you fail. Um, it's part of maybe some challenges, but myself, As a senior listed leader, I, um I accept it and allow that person to grow from it.","How accepting of failure is this work environment when a good and honest effort was made?
Do you get blamed if something does not work?
How severe is failure at work?
If you screw up, but worked hard, do you get another chance?
Is failure, even if it is not your fault, held against you?"
s001p025s00232017e00241247,Challenges,"here at my command when things don't go well or well, the way we planned them. Um, some of the things that we can utilize is, uh, conversations, team meetings, um, sitting down and planning and working on how how we can fix it or how we can make it better. Um, it is so important. Thio have that conversation. Um, in this organization, nothing is. Nothing is perfect. So we have toe work at, uh, doing things better? Um, s o I just believe that having conversations on day, finding out what we could do, better having a plan that would help us, um, make things better.",What are sources of support when you took a chance and the result was poor?
