ID,topics,text,question
s001p008s00001721e00021815,Leading a Team,"So my ideal team as a division. Also first aboard the ship, trying to carry out the mission for the Army head. Excellent, Captain. My ideal team is working with my chief petty officer. Seems petty Officer in the past, I had actually, on my first ship, I had a master chief Petty officer working, and he helped me extremely. So it was important to establish a rapport, establish a relationship with Chief Petty officer and carry out a mission in my ambulance. That's I was engineering. Also watch. So I had to qualify. So I hasn't used my experience, my knowledge, my training to get qualified as off the watch, all decks, all the engineering plant, understand it casually control drills and rely on my chief to make sure that I understood how all the technology works and how old personnel fit into our division. Our teeth. So what's important part is to establish a rapport with your cheese and later on it becomes your divisional officer. After that, you're always has it. It's It's very simple to do that, and it's very when and if that goes south, okay, because it was south and you're not gonna have it down to having everything yourself. Don't do that. Highly recommended that I recommended establishing for you, Chief. You'll have a great yeah.",Describe your ideal team.
s001p008s00024713e00060410,Leading a Team,"my time is a junior. Also, how I lead by example was multiple ways, but I sure believe getting out standing watches We had long underway watches 68 hours at a shop, going down and tracing the system's understanding with men. Women are doing on the watch in the engineering holes, and I would walk the deck a lot of times I would just walk Dex, see what the mission Waas. What is the messenger of the watch? Go call down to a woman should go down to after steering. Don't slough it off. What? Someone else? Do it. Pick up the wash law and go stand the watch. Go and stand the death. It's easy. A lot of times just go back to your stable and call it a night. Or you could take one more hour. Get down to engineering room, walked Dex. Um, department had No, no. This is, for example, of division officers. But as department head, as chief engineer, I was able one time walk down, and I found out that, you know, one of my head the officers had been working on trying to solve auxiliary problem. For about three hours. He was down there all by himself. So I spent another two hours with, So that meant he was there for five hours total. Why was two hours, five hours? I fried. We finally got it right. Got it figured out. We got three settles and putting out, uh, expected. How's that? It was supposed to deliver. It was a matter of getting the old right caskets over a place mat 0.1 of the master chief's that was on coming watch comes down. Finds out chief engineer just spent two hours in four day gang room. You know, he was not the best tree was like the fact that I have done a very much admired if I was very upset that the chief engineer was wandering around the space is high school, But I don't love that. Ben. Chief engineer took out time topside. He had been in the log where he could have been elsewhere doing things, but I took time out. I always take a time out to see what your engineers doing See with the boasting nature to take time to walk around, uh, management by walking out and be w. That will get you a lot off traction with your division",What things do you always make sure to lead by example on?
s001p008s00063527e00101326,Leadership Strategies,"it's junior officer aboard your ship before it aboard, It's gonna be a very important for you to earn the trust and respect of men and women in your division. One of the easiest things to do for that is to get off. Get out of your state, out of the water, Out of a longer go along the debts off your personnel, go follow messages. Just sort of watch. And I'm not just talking about your initial qualifications that you would have to do is part of your peak us, your personal qualification standards, personal qualification system. He us points. Am I talking about getting points? I'm talking about getting out and you know, you want to turn in for the night. You got one more hour of rack time Or do you want to go walk to that? You'll find the message of the watch will climb down light mine shaft bearing, you know, go take the loot wall temperatures. Okay. And do that for everyone. Shaft bearing on your ship. That is easy. Just walking the deck management by walking around, walking around and checking out on what you're so used Actually learn. It's important for you to learn your ship. Every ship is different. To lead out a little bit different. All of ships line are supposed to be laid out the same. But some are not. It is. You're in combat If you have to go down to a given space and check something else of flooding control. The only way to do that is by walking around. What better way to her? You know, trust and respect of your personal else by walking it with another example you give not a divisional, sir. Level but a za chief engineer. We're getting ready to launch the RHIB and your every ship will have on away boat. In this case, most of them all. The reds. And we had just gotten to the ships, so we had to launch the RHIB. Well, part of a crew up for that is, um you tested once. There was a conflict in the instructions. The bullets inmates had just engine. But the gathers the plan make the system is do not test. Without water flowing on, the postman watch could have damage. Go ship. Once that was explained to may, we wrote a procedure to take care of that and get it. And the A gator Very happy for you that the ship won't be damaged. Everything And that He put the word out. The engineer stuck on for the AIG angers over with Postmates. So there is wind. I didn't hear the score. One most amazing. So I was for my dough, But just there's gonna be a lot of examples. Where? A mushroom walking a while. You won't find these examples if you stay in your state grow if you stay in the wardroom. Okay. You're not gonna want your shit. You're not gonna that it is not a good way to start your career. You want to walk around? Wanna know your ship? You want to know?",What are some tips to earn the trust of my team?
s001p008s00103600e00114628,Leading a Team,"the easiest ways to connect with team memories because you warrant officer and they are listed or easiest ways is to stand the watch with them. You're going to be in rotation picked out by other your head over the senior watch officer. You've just got to stand that watch. Ask questions, see with to understand what the personnel are doing, what their mission is. He's respected. Watched what is the message we watched? What's his injury? Also watched it. One. There's a tactical action also what those missile control lost. You need Thio as your stand, your watch. You're gonna stand there day in, day out. That's the easiest way to earn back your trust and figure out what you could do that. But if you just go to sleep or your your watches or for lawful watch or don't pay attention to the lodge that will be noted in, the personnel will not want to stay and watch with you",How do you connect more deeply with your team members?
s001p008s00122917e00142514,Leading a Team,"I build trust with my team and 40 team member or team members had a stumble. You know, he's thanks to Dio is just standing watch doing drills. Just continue to do trust if you get the trails right, Okay. And everybody's happy. Hey, I want to be part of that. Watch to Lieutenant has his crap one sock and that's that's That's the guy. Now I want to follow. Okay, if you're having multiple failures on the drills on, everybody's gotta do it again because they kind of dropped the ball. We didn't get the torpedo fired off on time because the total rage sent the wrong signals in that were misinterpreted and sold our boobs. So do that is to continuously every day in port doing fired every day in court. Believe to do, uh, intruder alert dress. So if you're the guy looked at the gala, it's looked at too, you know, I want to be on that team, right? Okay. If you've got a new person on the team that you need to work in, you know, I'm with you havin a new team member walk with you, then can evaluate Remember the new team members capabilities, and you can figure out where that person will fit and or if you need to do more drills.","How do I build trust between different team members (e.g., new ones, ones with bad interactions)?"
s001p009s00001328e00021528,Leading a Team,"you know, I was reloading strategies for you to be present with your team. You know, the books will have all kinds of recommendations for personally in my time. And I had read a lot way had a lot of leadership examples falls, but I still think the easiest one is VW A management by walking around that shows that your present you stay in your state room. If we stay in, the longer you stay in the wardroom of the bridge, don't get down to your spaces. Okay? That's gonna be noticed. So the best way to be present is to be brother. Go out and walk the decks with your team with your master chief petty officer with your leading petty officer. Get out and about because they're also help. You were when you first report to the ship, that's the best thing to do. Walk around with everyone in the chain of command, okay? And see it and try to understand where all your Spence is off. Because again, they are all your spaces and so you don't want to miss it space. So the best way to do that is to walk around with Chief Petty officer and Petty officer. Heavy officer should see all your spaces. A lot Also. What? They have a point out by doing that? Yeah. When captain turns over the ship that he has to turn over every space on the ship to his relief and every space to sign for it. You don't want to be the officer that pulls space. Oops. You That's going to get you in the hot seat really quick. So the best way to do that is to walk around.",What are good strategies to have the right kind of presence with my team?
s001p010s00001225e00015909,"Colleagues,Leading a Team,Lifestyle","I socialize outside of work. That's interesting. You do want to socialize with your wardrobe. I've always found that because you are one ship, one team won't wardroom my father's record recollections. My 30 year tour are the four ships and we won't go up. We had a lot of parties back in the day, and also we would underway in a port way would put a pretty much with the warder. You're really tight with your wardrobe Now. There would be official ship's functions where you know the division that party way would have division Christmas parties on the bigger ships. You have multiple parties. There are departments get together. So I thought that too. I will say they want one thing. No one really likes having to go to a party of being directed to go party. So if I was the senior officer at the parties, I would arrive first, arrive on time scheduled time. But I'd also be first and but the crew party. So it sze about them. You never want to be seen with dictatorial. They work for you during the day, you know, let them have their time off. And so that's a delicate balance that you have to find","How do you and your work colleagues socialize outside of work?
How did you meet new people in the Navy?
do you get along with other people in the Navy?
do you get along with your coworkers?
do you guys go drinking together?
do you like who you work with?
do your work colleagues' and their families get together?
how did you make friends in the Navy?
is there a lot of friendships among your colleagues?
is work social and friendly?
what is the social sphere like?"
s001p010s00022615e00040327,Leading a Team,"I checked with the personnel in my division departments on aboard my ships. I was more of you want to say near far. I was more arms reach. You will always be. You know, Mr or Mrs Ensign, Lieutenant Commander, you're always going to be looked at as the khaki you're not with the illicit grew. And that applies even if you're a Mustang, you know, you used to be in the chief's mess. You're not in the business anymore. You're in the wardroom, and that implies, you know, you want to know what your people, what their families are. You know who's the wife? That song is going to college. Any special needs one of you aware of that and be able to talk to a person. First of all, you don't want to be seen is a machine or a robot. But at the same time, you need to keep a hand at arm's reach because we are in the professional obs way. Our men, women combat arms and there's going to be a time when you may be called upon. You go in harm's way, and that is part of good water. Invisible. You must be ready to execute the mission. We all combat men at arms",How should your relationship be with your subordinates ? (close vs. far)
s001p010s00043300e00072728,Leading a Team,"You know, you've got a tough mission coming up for inspection. Coming up or getting ready for deployment. You're getting ready for. I'll be getting ready for ref trade. You get ready to go out and do the mission. It's coming. How do you help the team get ready for that? The one being present Do hot slough off. You know, the weekend before Monday, inspections be around. Walk your dex. Tell you one for example. Lots of funny At the time I did as a captain, as a captain, I walked the decks. I had a radiological inspection coming up and I walked through my entire building. Everything's good to go. Everything's labeled. Did I know that the contractors were coming in to I hope it's that weekend. No. No, I did not. What happens? Removed All exterior sign Ege interests image from all bulkheads. Doors. So on the morning for the radiological inspection, I just went and seed on Friday with my own eyeballs because we don't have the radiological inspections rooms designated because the contractors took the scientist. Yeah. Whose fault is that? That would be more so. You know, the captain, you keep warning. You expect what you inspect. Should I've got in on Sunday afternoon? Oh, yeah. I could have done that way. Fix saying that we have ultimately repaired and have a great expections. Yes. Okay, But if you are not present, if you do not walk the spaces, you are at risk, okay? And it's better to walk the spaces with your team personnel that are going to be showing off the spaces. So at the dry run and you will have a dry run for inspection. Stash crew, team member. So what you gonna tell the inspector when he shows up? You're just asking a question. You wanted it that way. That will allowed you to evaluate your team members knowledge, experience, training level. And is he or she ready for the inspections?","How do I help my team prepare for a tough mission (e.g., inspection, long mission)?"
s001p010s00094512e00110827,Leading a Team,"What kind of people are you gonna work with in our navy in our department of defense? You're gonna work with everybody. Okay, um, President Johnson integrated the navy. Um, in place, everyone in navy. That's not a problem. It's your responsibility to work of every man and woman. That's society. And And you took a oath of office to defend the Constitution says America. You don't get to choose who you're going to work for. At both is your oath to work for and with everyone that is on your unit on your cell. You got that right across the gamut. This is why it's a always going to be okay. Won't get old leadership movies. Ones. Why is the captain do it that way up in the Indies? Reagan lady. Okay, you've got to understand. You know, I don't want to do that. Is to return to woke in tow, Understand? Okay.",What kinds of people will I work with?
s001p010s00114407e00131627,Leading a Team,"recalling your ship strategies. You're going thio counter all types out there. So everything you've been talking to this point you're going to use at some point in time you lost a guy you're gonna You can use one thing that that you gotta remember at the end of the day, you are still in charge. It's a lawful order carried out. And when it comes down to that Okay, if that made you finally have to you're exasperated internally, you know, and you're done. And now you've just been saved because that is illegal. I've given you a legal order, carry out the order not to carry out the order. Then there's going to be consequences. Just going too fast. It's gonna be executive also investigation, ex ally and the baby. You don't wanna go there, you know early. You don't want to have a rush to judgment. You wanna try toe have resolve the situation with every leadership skills in years and you would have used that during your time with routine, especially as officer, but you only to enjoy it every day is going different. And every day there will be a new challenge. Every day you get way up and figure out how you're going to execute the mission",What kinds of people respond better to certain leadership strategies?
s001p010s00133924e00145110,Leading a Team,"you know what is it a good time? Thio express personal relationships or personal history with your team. Let's say you can always go have a cup of coffee with you. You're leading to petty officer dolls weeding the officer. You know, in the first week when you're trying when you got aboard and introduce spying arm, head to your team. Okay? You're going to sit down, have a cup of coffee and discuss, You know, the past Would you believe is the person you need to know is the person who you believe is that person still on board the ship? If the person is still on board the ship, you need to know that. So you could go ask that person. What did he or she like? What he or she accomplished what he or she leave unaccomplished. You're going back to arrest. Get it out. You'll only find that out by talking. Did you see? Awesome! So that's one of things that you could dio is is talk to them",When is it a good idea to share personal stories or emotions with members of your team?
s001p010s00150806e00162428,Leadership Strategies,"How's Lee? This is a part of the job that you're going to have some people like this. People considered positive. I just completed, considered it part off the child. I have to do it. Um, lives is a hassle. You don't want to get to be, you know, be gracious. In or out of Boys and disease are used. You are stingy in war over that hard on the team because you don't want to be something I didn't do that eye on. Then this way people will understand that your fair leader and that's your only when you come out and say that was wrong. I understand. But don't forget. Sure, you let people know when they got a good job. I wanna hear you want if you want to hear that you want and that's your team, that you're responsible",What counseling skills are important?
s001p010s00165127e00184013,Leading a Team,"first team to meet Sanders. This is one of the times when it's gonna depend on the situation. Tell you that one team that I had to leave was on that ship Sailed. What years were actually fired? I was. So at that point, the team is gonna have to do it my way. My way is by the book. My way was to get help in and make sure that we were using the mobile training teams eyes, carrot, out exercises, any equipment to speak. You sure that we understood technology and carry out drills on That was a long slog. It was a very long to do that. I can tell you that at the end of the day should earn the engineer. He learned that 12 years leave the only trophy that was in the days when only one ship this water was a fleet of shit. So it was about a situation. If you're more than a situation where Dean is right, you have a copy and just passed. Right? Trey, Everything's great. They built with centered Sam. Just stay up on that Raiders EJ, stay tight. Stay sharp. Don't slack off",How do I push my team to meet the standards? (if they are having trouble meeting them)
s001p010s00185912e00203511,Leading a Team,"How do you reward your team for outstanding performance? One. Import that off as thinking. You know what? The chief Let the senior chief Petty officer leave the Oscar make recommendations on who's performed, who deserves so did to our liberty chip. Then get them out, go up to the apartment and say, Hey, I want to give the master Chief Day off. Next on what? The master chief have 72 hours regard for the weekend. That's one of you. Yes, you can write up awards for your division. They're good. They are. We should be conservative in handing out the awards because you don't want to be seen as someone that's always riding up in a war that just giving him out like they're lollipops. Then then the value of the ward is not going to help. It's gonna have a notorious facts because everyone was Scott one. Everyone's got one. What's the bodies? So awards and liberty time outstanding. That's that's the one thing that you could do for your team.",How should you reward your sailors for good performance?
s001p010s00212028e00232114,Leading a Team,"has different All, Sir, you're going to have new team members reporting aboard this ship, this water to the organization. So things that you want to look at is where does the person on the team fit? Okay, What? Unless is, does this person where in the Manning document does he or she fit? If I need a SAR swimmer and the sewer swimming school is only offered, you know, semi annually. And I report that three saw swimmers aboard the ship. Okay? And this person is reported to me as a star swimmer, but hasn't been to this girl. Okay, Now I have to make sure that he or she has had time and reported in route to coming to my Does he have time? She had time to get this article. By the way, when you get those orders and you're looking at your team, rotations starts when the school is very important for the chef way. Need somebody out there? That's your responsibility. It's not the person. It's your responsibility to make sure that you have a full complement of people need to carry out a mission. So you know, it's our swimmer is leaving. Make sure you've either identified a new person coming of war to go and be this over, for you have identified someone else with a team to go to saw school become. The ships are small now I've since our swimmer, but that applies for a majority of multiple off unless is within the ship.","What traits and experience, do you look for when interviewing new team members?"
s001p011s00005609e00023527,Leading a Team,"Yeah, your reports. There are some things you can't command, but that's how you should be with the people in charge. So how should your relationship with your reporting that that is because day in, day out, you're going to see that? You see that 40 quarters, you're gonna see a meal hours in the wardroom. You can see it at the colors that this same standing watch general quarters. So you have to have a professional yourself. It has to be a professional relationship we've been relationship with. But you can come in and say so my need to talk to you. I have a situation that I have not experienced. And I get so cross you want to be able, you'll know that you have a good relationship with your reporting seen here. When it gets to that time, were you understand? You can knock on the door and ask a question. You don't wanna be going in there all the time and wasting time. No senior officers gonna say you're wasting time. They want you to be self reliant yourself for lying to the point where you could finally go knock on the door, Say, have you experienced this? I'm just trying. Just watch your advice to look at that",How should your relationship with you're the people in charge of you ?
s001p011s00032300e00053928,Leading a Team,"How do you get to know your bosses? You're also reporting senior one we're gonna be standing watching with when you're on the way. You're going to be in the wardroom sharing meals with Wait, go out, socialize with that. Always social questions. Where the Navy there's always gonna be social function. Some points where you can get out of your seniors. I would say anymore all it also proves changes. You boy, you'll be able to do a bruise shop swap at some point, you volunteer way. Always do that. Especially, were operating with the ally, you know, saying shits exercise. They always looked to send someone you know, Gruden also change. Use that, uh, my first ship way. We're operating in LG Focus lines with South Korean Navy on. Somehow it came down to the roster and watch lost or won the coin toss in a lot of spending. Three weeks on the south prison ship. Good. Also exchange to do things. You definitely want to do that And cultivate that your envy work sees a future roll off your ship, your squatters, your division. You gonna roll something else? So it is always good to ask questions we'll have a cup of coffee, so I have a cup of coffee. It's a social function, all trained, but I have often asked, That's the one way Always ask a senior. So how do you get it? What did you do that Zizi, his wife.",What would you advise a person in this field to get to know their bosses?
s001p011s00071828e00092814,Challenges,"So we're going reporting seniors that are registered to give feedback to you. You the junior boss, in this case, you're the junior all sir, and you're carrying out daily mission. And you're getting crickets from the chain of command. Okay, well, one thing crickets is usually a sign off. You. You're okay. Because people will lay down like a ton of Rex on personnel team members that are not performance. So in this case, you know your hearing nothing. Well, is that bad or good? First off, you might want to sit down. You're going to have formal get togethers, either at morning quarters, eh? Eh, eh daily. Sit down with the XO. Planning for training to be a t. You know, they'll be official times beings, and you could just or launch, you know, one of the meals. You can have a couple calling. Say so. I just wanna make sure we're okay. You know this direction. I'm going in. I have heard nothing back, so I'm gonna continue on course and speed told directs otherwise, and I don't believe heading into the rocks. That's always one way to do it. It's not necessarily a bad sign. If you're not getting feedback. It's just in this day and age. Frankly, everyone's busy. So you're not broke. I'm not gonna fix you. And therefore, I'm not deviated. Be back for the most part, suspicion that so I don't have to fix things that are broke before fixing in the bar. Feedback say that's always the case bump saying You can operate that, but you might want to check.",How do you get good feedback from supervisors who were unable or unwilling to give you feedback?
s001p011s00095201e00121927,Leadership Strategies,"So what encourages accountability? Um, number one sakes. You know, fiduciary responsibility is easy. If you signed for it, you are responsible for you become the wardroom mess. Treasurer, you're always possible for the news you become the more the officer responsible for casting all those little tiny boats if you sign for something, okay, fun. That's gonna be your responsibility. I could tell you when I was, uh do you have a hearing school battered school in Monterey? They were one of the department's. The physics department was running a coffee house out of the mess because there's no coffee at that campus at that time and no one asked permission. I want to know about it. Suddenly they were $300 in the hole. How far is attention? So you could weigh have to encourage a little bit more accountability? At that point on, dhe lay down the law in this band that mess okay, because they couldn't come up with, um so it's hardest accountability. That's that is fiduciary responsibility, accountability for the mission for the team. If you're on the A S W officer and we're going out on the range in two months to fire a live warhead. Okay, Thank you. Better know how we're gonna do that. What? All the fire? Because we want to come back with a broom attached to the mast way. Don't wanna be known as the ship that couldn't shoot straight because you need to look up fire procedures. You didn't understand how the total ray was supposed to respond to that. You take You met firing criteria because you isolated submarine and you can tell a geo criterias met weapon away. Put it away.",What encourages accountability?
s001p011s00124700e00141812,Leading a Team,"one of the ways to identify SWAT strengths, weapon of strengths, weaknesses, opportunities, threats for your team, in this case, strengths. Weaknesses is to want understand the duties and responsibilities. So welcome up. Understand? What is this man a woman charged with then religion to is gonna stand a watch? Well, if this person is responsible for the boil water feed water chemistry off the evaporator CZ on the or the water feed water chemistry to provide the Allroad distillers and the person has no clue has been to school. That's probably a good idea that this team member isn't accountable. It doesn't know what to do. But it's your team. You're in charge, so that's what it comes down to. You need Thio. Look, look at the strengths. Weaknesses. Beat your team, messes and make sure talking with you. Chief petty officers or your division officers felt there's monsters. This is how a 10 to have my team stand, watch and then go and stand the watch with them and evaluate. Are they",What are ways you can identify the strengths and limitations for each member of your team?
s001p011s00144402e00163614,Leading a Team,"so a CE faras management of civilian and military personnel for stuff you have to distinguish between the civilian personnel contractors. But Resilient said, a lot more invested than the contractors, and the contractors are only legally bound to there. So there are three players in that in that case, helping you. And the other thing that you need to know. I understand the military they're covered with inside the lifelines. That ship gets underway. Everyone's underwear. Civilians may or may not be getting underway with depending upon the size ship, because there are so civilians, that big deck aiders and on the carriers. But for the most part, civilian contractors, they're not getting away with it, not on a ship spurt. So do you have to understand what the mission is? What are they doing and then situationally? It's different when you engine shipyard, you enter the shipyard. You know, Remember when the when the bow crosses Cecil off the shipyard commanding also don't want responsible. The ship was responsible course, but technically, you know the dry dock Captain always ship that, and the contractors are charge of breaking down kids, cutting up the ship and installing new equipment and making that shit better. So at that point, the contractors become important very during into baby intermediate made beds available lose the I am a.",How is it different to manage military people vs. civilians in the military?
s001p011s00175403e00194915,Miscellaneous,"they're running out of work in the auto versus Parted second. I saw him a reservist on on my active duty commission, and I did work on. I will say that the worship a loyalty watch stronger in Milton, much higher ethics and, frankly, beautiful justice is applicable to every military officer. Um, industry Ministry will have those of conduct will have its But how short? A lot too is a good example. Right now, everyone hold their females in the warning arm it at your wife. Your wife slides around out there. So it was easier working in over second sector. Haven't I agree? You have it. You have integrity that will not stop private. That's the only thing that doesn't change you that you want. That doesn't change. There are differences. Figure them out when the time comes. Way","What is the difference between working in the public vs private sectors?
Is the private sector better than the public sector?
Public or private sector?
Should I work in the public or private sector?
What are the pros and cons of working in the public versus private sector?
What differentiates the private and public sectors?
What does it mean to work in the public or private sector?"
s001p011s00200602e00222812,"Culture,First Steps","when I was a may be different from the other branch of the military. It's the day's sail. They John Paul Jones. More thing about the Navy is way our suffer. Like when you even anger realize the other way it sell old arising. You are part of that crew are on that ship very independent, and it forces you to be mush wars. Would I have much more self reliant Then the Army or the Air Force officers got leads are part of the dates Said that Lorraine's. But frankly, the Air Force they return tone base. Okay, B to B 52 outstanding aircraft and they fly home. Everything okay? I'm out there in the middle of Pacific and I won't be home for a couple of months. So I had to make sure that I am relying on this. If they get a mission failure, just turn around. Go home. The army. The army is reliant when they're out of garrison. If they're out of garrison and there you didn't find on war, okay, but how money and yes, we've been fighting in Iraq and Afghanistan for 18 years now, but for the most part, has special operations right now. That's not a big arm being. Always missions allowed or 23 up, etcetera. Mom, there's a struggle on deploy on my bus. Okay, Take out the enemy. Returning to garrison. Okay, Navy goes out, spreads diplomacy. Lets the world know this is what America is all about. And everyone wants to come to America. Still the number one destination for the planet.","What makes the navy different than other branches of the military?
Are the other services like the Navy?
Do the other services compare with the Navy?
How does the Navy differ from the Army, Air Force and Marines?
How is the Navy different from other services?
what is the difference between the navy and the army?
what's the difference between the navy and the army?"
s001p011s00233505e00252500,"Challenges,Leading a Team","have you help around this song? A lot. My career. I'm sure we'll do it your time. So the first thing about morale is to get the word out, get the proper word out because there is going to be a ruminant. We're not going. All know, we've been extended another 30 days now. We've been extended of 60 days. Hey, did you hear? We're going Thio Australia. They won't think you as divisional sort team do is hit the right word out on people who are always trying run down rumors. That's one thing about the day There will never be a shortage off scuttle butt and we're out there. So one away you help around is by doing that is is getting the word out going? Australia? Yes, we have been extended, but we've only been extended by two days. Not that you could get that word. Get out what you can. And then you're you become know as the person that's got the scoop. It's got the gals, It's got the right. Um, other things help in, uh, you know, hot walks, you know, football games or help the group Go do something. Yeah, they will get to go to this is gonna be all kinds of things that you could help getting the war. Dad is the most, of course, because people just want to try to plan their lives will have shit in their lives. You felt that?","How do you help morale? (e.g., when the crew was supposed to go home but needs to stay active/at sea?)"
s001p011s00254528e00271828,Leading a Team,"could I rely on the most as later? Who is my core team. But, um, one relied on my to be that my right Captain XO, or when I was assistant or combat systems officer or division officer level. Lie on the cheap. A officers of my division or leading senior had the officer for the master Chief Command. Those are our people directly lie upon. But also my fellow officers No. And certainly the department head reported change things. One officer I would call a putz always be in touch with friends with It's a supply officer supply awesome. A Fiji. He gets the parts that you need to do your mission They Kashyap and answer Kasia. Well, this by officers signing off on that message. So I always, you know, supply also pretty world. My tool.",Who are the core team members (inner circle) who you relied on as a leader?
s001p011s00283728e00310920,Leadership Strategies,"So it's as part of the listening drills. You'd be issued the plan of the dead, and you'll be in quarters you'll read off the planet today. Somehow, someway, someone your division will not here. Yeah, and somehow, some way fat day either Your department head, XO seals will come on by and ask that person. So what's going on today? Personally asked. Is your team member who hasn't heard a plan of the day? You'd be surprised how often that happens or not. People will complain. I didn't get the word is always so ways to get the word out before smartphones before tablets. Before I had a simple plan right off. Tell everyone what they're doing and what's going on. Um, you know, that's not change even in the smartphone Europe. And as we gets beyond smartphones beyond, beyond smart from us, someone is still not getting here. So what do you do yet? You point out correctly. Did you see the light of day post on? Okay, right behind me. Why today? Right there. What's going on? But if you haven't as division officer taking time to post fell plan on the day you have a problem so no, you need to make sure that it's available. You could point to a place that interested. It's in the ship's plan of the day file, and here's the U. R L. But if you can't find that your responsibility now, if you got it and they continuously, don't read it. But I have a talk with the body. Also watch. Try to come over the better strategy with first thing is make sure you have it posted.","If you have trouble listening well, what strategies can help you listen well?"
s001p012s00002208e00010910,Leadership Strategies,"what? It's my leadership style. Unique. It's in a very rich person. Of course, depending on your background, how you brought up by your swole aviator. Somebody's was more reason. Booklet her pragmatic approach with Zabel Academy. And I'm a shook our chief engineer system. Okay, so pretty black and white for May Is the ship going forward? Is the ship on time committing to its mission? So that's the kind of things that make up my",What makes your leadership style unique?
s001p012s00012527e00030005,Leadership Strategies,"so things that I've done really well as a leader maybe, um so belly. Absolutely, Very well. I always live on my executive officers. My second hands leaders any awesome petty officers to out a execute division combat mission. So well, I actually felt well what I've been told that he's writing fit reps on writing. You need the war's just official, maybe language. It's tiresome having, perhaps for years. But you did, and you just can't give. If you've got a division of the Department of Heart 50 personnel, you can't just use one. What if it attacks? That doesn't work. People are not gonna trust you felt down. So writing the figure up told is more art than sites are right. And that's how you write. Take care, Ward your men life, Robert",What are some of the things you do really well as a leader that someone could imitate?
s001p012s00033019e00045318,Leadership Strategies,"one of the most if felt important decisions based daily as a leader. As a naval officer, number one is knowing the status of my plan Officer. As the chief engineer, you had to know you were responsible for our like War of the ship goes forward at the power before I was responsible. Stem to start feels the main mast. Frankly, so knowing status alot of your appointment. Because frankly, as in a lawsuit, has to ship this way, you know, everything is not going to be 100%. Hold on, Karen. You are brand new commission ship that there's gonna be parts that are gonna be broken down. And how is that going to affect you? Wore ability to carry out the ship's mission. You have to think about that every day. Do I have the right technology? Right, Parks the right pieces, right, people to carry out the mission",What are the most important decisions that you face daily as a leader in your organization?
s001p012s00051215e00063106,Leadership Strategies,"you take the lessons Leadership examples experienced train that you learned at O. C s flythe. Um, every day you're going to be every day's a new day days, a chance to reach back into your offer and see what tools you need to pull out and use, because you will be challenged every day. So there are gonna be some lessons that you're going to train so much you will not use that you use, perhaps on a different ship or that you use. So we've put a lot of training and education into Lucius. You might think that it's, you know, and we're gonna use it happy. Use it at some point in time. So many leases off the lot, so you'll use it later on at a short tour or a different Nuzum years of marriage",How do I take lessons from officer school and apply them in real life?
s001p012s00064410e00074926,Leadership Strategies,"What do you need to know about yourself? In order to lead your team to know that you can tell it's yours. Take the truth about what It used to be old oath that lights would swear that before every game Still lost are that first blast bar swore by God that you would have told the truth and try to carry out the mission in the past of your self has changed. You wanna carry out your job every day itself instead of being worried nights with you, your swath Constitution just for to defend the Constitution. It's all that you're Look to that every day I wake up and figure out how we're gonna do this. What am I gonna do today to make today better?",What do you need to know about yourself to lead a team?
s001p012s00075925e00092111,Leadership Strategies,"You know what you need to know about your team? Members of one, you need to know what? How they sit. What is the right fit? The best fit for your team. Members do sit down. And you their service jackets. You're going to be handed. You're gonna be handed a Manning document and watch Bill. Well, watch. Little determines. You know, all the people qualify, you have to sign Watch, Bill. That's gonna go up to your reporting. Change command and your something said they're all off to carry out Their watches are that I love you need You need to be able to sign that specific one. So find out what they could do. I really miss our jackets Talking to the chief, talking to divisional officer's and then watching them watching them do syndromes. Okay. People want qualified people. Want to be the engineer. Also watch the quality of the stand, watch, runs and drills on Find out if they have the right judgment. That's how you do it",What do you need to know about your team members?
s001p012s00094601e00111823,Leadership Strategies,"What factors do you need to consider for a situation? Since every situation is going to be different? You need to see is a life or death. What do I need? What is Speed of Advance? Okay. Do you want me to make a decision now? Now, Now, Or do I have time to study it? Okay. Most times when you hear commanding officers to the bridge, you know how much time to make you know, speed of advance is not good at that point. So what a vase is How much time do I have to make? And you don't think I would say, uh, basic firefighter bars that her brother was f d N y 9 11 hours all night yards. Barman, walk into a fire. You do not belong to a faucet you run into a fire is going to be some aspect of the fire that will burn. Walk, you assess. Look, feed your teams and, you know, by the way, at the water you have to get all right up. And you had to put the ship back of the battle. Walk into that water walk Good for you.",What are the most important factors about a situation to consider?
