ID,topics,text,question
s001p006s00264611e00284102,Relocating,"so I would say that my career is kind of unique over the past eight years, I think I've moved maybe four or five times, and that's I think that's a unique situation. Prior to being commissioned Officer, I was enlisted as a undesignated airman for two years in Jacksonville. After earning my Camilo after applying O. C. S, I was given opportunity to earn my commission, which meant I had to move to Rhode Island. I was a earned my commission as a naval flight officer, so I left Rhode Island and went to Pensacola. I was down in Pensacola for about eight months in which I was tried it from flight school for a number of issues. I left went to San Diego for training in San Diego six months. So after their being in San Diego for six months of me and redesignated as a swot, I left for Japan for 20 months. So I was in Japan 20 months, and then my tour ended, and then I ended up back in Jacksonville as a surface warfare office on a desk downstairs, and I was there for two years after Ben and Jacksonville for two years. I left, and now I'm here in California. So the rolls were a lot different. The demands were a lot different. But if you approach it your day almost you approach the day almost the same. It depends on the demands that are set upon the command and what the commanding officer expects out of his staff and his ship. So a lot of times, the commanding officer kind of dictates how ah, persons or his sailors days go his or her sailors Day goes.","Where did you have to move in your career, and how did that change things each time?
Do orders to a new command disrupt your life?
Is change of station tough?
Tell me about you being transferred?"
s001p006s00285919e00293620,Career Mentoring,"in five years, I see myself finishing my either my second tour department head right or my early command right, going back to shore duty. So I'll be probably headed to the Pentagon to work on a staff utilizing my master's in business administration and financial management from Naval Postgraduate School. 10 years. I expect to be finishing my XO Sio tour onboard, probably a DDG or maybe a new frigate.","Where do you see yourself in 5 years? 10?
What are you going to do now?
What do you want to do next?
Where are you going to go now?
Where is your future going?
what will you do after college?
what will you do after the navy?
what will you do after you graduate?
where do you want to be in the next 2 years?"
s002p001s00020500e00020809,Miscellaneous,not much. Trying to stay out of trouble. How about you?,"What's up?
What are you doing?
What are you up to?
What is going on?
What is up?
how's it hanging?"
s002p001s00022906e00023103,Miscellaneous,the weather is fire.,"How is the weather?
Is it nice there?
Is it raining?
Is it really bad outside?
Is it warm outside?
What is the weather like right now?
What is the weather like?
What's the weather?"
s002p001s00023523e00023716,Miscellaneous,I'm doing all right.,"How are you?
Are you well?
How are you doing?
How was your day?
How's it going?
are you happy?
how do you do?"
s002p001s00032326e00032814,Miscellaneous,I'm in the library at the Naval Postgraduate School here in California.,"Where are you?
Are you in the US now?
Where are you now?
Where do you currently live?
Which city are you in right now?"
s002p001s00033415e00033709,Miscellaneous,my favorite color is Georgia really?,"What is your favorite color?
Are you a boss in the Navy?
Are you high up in the Navy?
What is your position in the military?
do you have a favorite color?
do you have any color preferences?
other than Navy blue, what colors do you like?"
s002p001s00034420e00035720,Miscellaneous,"my favorite book of all time would probably have to be the Bible. I'm not so much spiritually more spiritual than I am religious, and the story's always teach me different.","What's your favorite book of all time? Why?
Do you have a favorite book?
Is there a book that changed your life?
Is there a book that you love?
Your favorite book?
have you read anything that made a difference in your life?
what have you read that changed you?
what's your favorite read?"
s002p001s00040414e00041504,,"Ah, that's a tough one. Um, I'm I'm kind of a movie buff. So right now, I'd probably have to be Ah, probably Black Panther.","What's your favorite movie of all time? Why?
Do you have a favorite movie?
What is one movie that you love?
What movie do you love?
Your favorite movie?
is there a movie you really like?"
s002p001s00042401e00044925,Miscellaneous,"if I could meet anyone, the world today would probably be the former president. Barack Obama and I would just like to pick his brain or leadership on High Bannon balanced the work, life work and family. You know, um, ratio and, you know, just pick his brain about the different experiences and the things he's learned over the past 12 or 15.","If you could meet anyone in the world today, who would it be and why? What would you say to that person?
Who is one person you would like to meet and what would you ask them?
Who would you love to meet and ask questions?
one famous person you'd like to talk to about something of interest to you?
who would you like to meet and talk to?"
s002p001s00045726e00051510,"Miscellaneous,Motivation","the person that I most admire. Probably. It'll probably be about four or five different people right now. Very found very family oriented. So probably my my parents, my brothers, Andi, even my my niece right now.","What person do you most admire and why?
Which person do you admire and why?
Who is a role model for you?
Who is your role model?
Whom do you admire?
what person stands out to you?
who is really cool to you?
who is the best role model?"
s002p001s00052104e00052424,Background,I was born in a small town called Augusta.,"Where were you born?
Were you born in Los Angeles?
Where are you from?
in what city were you born?
what's your home state?"
s002p001s00053022e00060111,Building Rapport,"um, I'll give you a funny story that just happen this morning. Um, I got up as usual, and, um, I've got, like, a big truck. I have a big re a truck. So I was actually trying to get my stuff loaded into the truck and stepped on the steppe bar. I didn't have the right footing, slipped and ended up on my backside right out in the driveway this morning, so that definitely was a humbling experience.","Tell me a funny story.
Narrate a funny story.
do you know any funny stories?
have you ever been in australia?
make me laugh
tell me a story.
tell me something funny.
what tickles you"
s002p001s00065323e00065800,Miscellaneous,"my favorite food will probably have to be, Ah, banana pudding.","What is your favorite food?
At work, how will you be spending your time
At work, what will you be doing
How will you be spending your time at work
do you have a favorite dish ?
what do you like to eat?
what is your ideal meal?"
s002p001s00070320e00070626,Miscellaneous,my least favorite food would probably be.,"What is your least favorite food?
is there anything you hate to eat?
what food do you hate?
what food makes you gag?"
s002p001s00080611e00081204,"Benefits,Building Rapport,Military",best military perk of experience would probably have to be using the V A loan to purchase a house.,"What is the best military perk you experienced?
How does the Navy take care of its members?
What are the best benefits of joining the military?
What are the extra pluses of being in the military?
What perks come with joining the military?"
s002p001s00121609e00125820,"Culture,JobSpecific,Military","coolest thing that I've done in the Navy so far would have to be counterdrug ops down off the coast of Colombia. Uh, well, I was on board the USS Lassen, which is a DDG, and we were working with the U. S. Coast guard to prevent, um or deter, uh, drug smugglers from getting cocaine and into Mexico into North America. So we would basically find small boats and use our pillows and our small boats and our ship Thio, pursue and, you know, hunt down these drug smugglers. And it was It was It was awesome. It was.","What was the coolest thing you did in the Navy?
Did you get to do cool stuff in the Navy?
Did you have fun in the navy?
Do you have any sick stories about your Navy career?
Is being in the Navy fun?
What cool things did you do in the Navy?
What is your favorite memory?
What sticks out to you as an awesome Navy experience?
What was your favorite memory while in the military?
what is the coolest thing you have done with the navy
what was the most coolest thing that happened to youn in the navy?
what was the most interesting thing you did in the navy?"
s002p001s00135128e00144112,JobSpecific,"in 2015 I was part of the USS Lassen crew, and we were tasked to do a freedom of navigation operation down in the South China Sea. And I actually stood the junior officer of the deck at the time, and, uh, I was able to, um, participate in this mission and the mission it up on CNN and even a question on jeopardy. I know the word that I got was that, you know, me speaking over the radio to the our Chinese counterparts made it all way up to President Obama. So it was It was an awesome experience toe, you know, get word that the president her me speak.",What have you done that got a lot press?
s002p002s00004243e00005433,Leading a Team,"my ideal team would be, uh, basically a group that is selfless, selfless, motivated and with a good work ethic.",Describe your ideal team.
s002p002s00010550e00012617,,"In order to lead by example, you have to have a the ability to empathize. And what I mean by empathize with that would be the look at a situation from someone else's point of view. If you understand how it feels and what it means to be late, then you could lead by example.",How can you lead by example? (What specific things do you do?)
s002p002s00013600e00020947,Leadership Strategies,"simple tips on the trust of your team are, uh, doing things like, if you wouldn't ask someone to do something that you wouldn't do yourself, uh, doing things with your team, building that team cohesion by being present, working with asking questions of them, asking things, asking for their opinion. Um, those are simple things. That, too developed team cohesion and build a report with your team.",What are some tips to earn the trust of my team?
s002p002s00021933e00030360,Leading a Team,"in order to connect with your team. That takes time. Some people don't respond or trust is early and often as you'd like. But uh, being present, you'll notice and working with and even working in certain evolutions of doing certain things that you know divisions, departments and commands do there'll be a plaintive, opportune time for you to have simple conversations. And as time goes on, those conversations will get deeper and your you'll learn more about each other and they'll ask you questions and you know you'll be able to relate to them and the conversation. Just go deeper and deeper and you'll learn more and more.",How do you connect more deeply with your team members?
s002p002s00031990e00040417,Leading a Team,"in order, Teoh build trust among team members. That kind of relies on you as a leader but also being able to communicate with the more senior leaders and even the most senior leaders. But the more senior team members and the team members that have been there the longest. So it's not all on you. Excuse me, It's not all on you. It's amongst each other. So established that culture of trusting and developing each other and it'll trickle down. The trickle down effect will occur and you will go through some some bumps in the road. But that's up to you. Toe. Establish that communication amongst those the parties of all involved.","How do I build trust between different team members (e.g., new ones, ones with bad interactions)?"
s002p002s00045513e00060333,Leading a Team,"good strategies would be to again empathize. I typically would make routine rounds with the team, so I would come in, you know, in the morning, right before lunch after lunch sometime in the evening and be present during special evolutions. If you know your your team has, say, evolution to training evolution, you might want to be around for Be around for the meetings. Bill around. Just be there. Be be around. It adds your input when it's needed. Sometimes you'll have toe play. What I call would be the sword in the shield. Well, they might need someone to speak up for them to a senior, And you might be there might be that guy to take the sword and go out and do what you need to do and speak for them. But at the same time, if something happens, that's, um, like, not so good for your your team as, say, a training evolution didn't go is playing. You need to be there to defend them, but how would you defend him if you're not there?",What are good strategies to have the right kind of presence with my team?
s002p002s00061597e00064797,"Colleagues,Leading a Team,Lifestyle","uh, we are socialized, just like any other group. We plan, you know, bowling trips. We go out, you know, hang out and go get some. You know, we take our families out for dinners and sometimes breakfast. Sometimes we'll go out. And do you know why? The reason things of that nature so is typically it is just like any other group of friends or group of colleagues. You just get together your playing something, you know, where everybody's free. Just, you know, go hang out.","How do you and your work colleagues socialize outside of work?
How did you meet new people in the Navy?
do you get along with other people in the Navy?
do you get along with your coworkers?
do you guys go drinking together?
do you like who you work with?
do your work colleagues' and their families get together?
how did you make friends in the Navy?
is there a lot of friendships among your colleagues?
is work social and friendly?
what is the social sphere like?"
s002p002s00071247e00080863,Leading a Team,"um, as far as relationship with us subordinates, I had ah, Chief Petty officer. Once he told me that if you always keep it professional, you would never have to worry about anything. So I would take that notion if you and I would add onto it. Stay professional, stay respectful, Stay cordial and and yummy includes something in your personality. Never always be genuine is what I'm trying to say. So genuineness. Be cordial. Be respectful, be professional and be respected and just stay true to yourself. And things will flow how they're supposed to flow now. Giving you won't get along and be buddy buddy with everyone. But you keep those things in mind and you will always have a positive and productive working environment with those subordinates.",How should your relationship be with your subordinates (close vs. far)?
s002p002s00082677e00094737,Leading a Team,"preparing for a tough situation or even a stressful situation. It could be. You could even be an inspection that's come up. You don't prepare for that mission or that inspection while it's right before it's happening. So it's a mindset. So you prepare, just like you would prepare them for, say, a football game. Or for a baseball game you have to encourage them. You have to motivate them. You have to be positive. You have to. You have to be that be the one motivating factor behind the team. So you encourage them by, you know, being there. I'm a very vocal and bushes person. So my thing waas too Yeldon screen. You know, if we're about to start a revolution and say an inspection is about to happen and I'm out there, I'm yelling, I'm screaming. I'm encouraging my team. I'm letting them know that Lieutenant Thomas is behind. You were there. Whether we win, lose, fail, we're going to do it together. And I think just having that that backing that support says a lot, So just be, be there, be there to encourage and just let him know you. You're their support system that you got","How do I help my team prepare for a tough mission (e.g., inspection, long mission)?"
s002p002s00095687e00114230,,"I think that depends on the person that depends on you. Um though is there is no no one one size fits all type thing. So you can't say with this type of person. I'm gonna do this with this type of person. I'm going to do that. You have Teoh, learn and you know, just kind of gain that experience by doing it. You won't be successful in every matter, but what you can do is communicate. You can sit down with the sailor and say, Hey, you know I'm trying. Teoh established this kind of culture. I'm trying to do X, Y and Z and respond to feedback. That's the big thing. Communicate and responding feedback. So if you see something is not working with a certain sailor, try something different. What's the worst that could happen if you go talk to someone? Really Nothing. So communicate. Sit down and talk with. That's how you That's how you move forward. That's how you deal with a wide multitude of people. You communicate, you listen. You observe, watch how they respond to you. When you say certain things, watch how they respond with starting other things happen. For example, I knew certain sailors didn't, you know, respond well to me screaming and yelling or, you know, just being very playful or something. So you wouldn't be that way with that sailor. You know what I mean? You just have to respond accordingly. So but always, uh, observe and listen more than you speak and follow their verbal and nonverbal cues. That's basically it.",What kinds of people should I use certain leadership strategies with?
s002p002s00115610e00132320,Leadership Strategies,"council skills for a leader, I would definitely say, and I keep saying this one over and over its ability to empathize If you have to counsel a sailor, the first question you should ask yourself is, How would I want someone to approach me in the same situation if I were in that situation? And how you respond in your mind is nine times out of 10 how you should respond to that sailor? So if you don't respond well to someone yelling and screaming at you, why would you yell and scream at a safe? If you don't respond well to some one person that you why would you curse satisfied in a council? The situation? Um, my thing was, in terms of Council of Sailors is a a quote man to man or man to woman sit down personal closed door conversation where we discussed what happened, why it happened, and the reasoning behind their behavior and how we fix that going forward and what I have to do in terms of being a leader going forward and what my expectations are of him or her moving forward. So the bottom line is you communicate and be respectful and empathize. I keep saying that you were in for that",What counseling skills are important?
s002p002s00133543e00144117,Leading a Team,"you're pushers your team to meet standards, do you? It's simple early and often you communicate your standards and what's expected of them. And you reinforced those expectations early enough by being present by being around them by displaying those standards by pushing those standards by encouraging them to meet those standards, it'll it might take time. Some teams take longer than others, and you will eventually get there. But one key Teoh this method is you also have to, um, you also have to. I'm trying to figure out the words to say You have to lay out a plan to get there so you can't lead the blind if you're blind blind. Can't leave the blood so established A plan to get to those standards and take your team throughout those steps and move forward. Move accordingly. That's that's one way that I couldn't I could think of",How do I push my team to meet the standards (if they are having trouble meeting them)?
s002p002s00144910e00152223,Leading a Team,"again, my answer would be dependent events. Um, is that good? Performance expected? Sailors respond to basically two things, and that's more money and more liberty. So in terms of good performance or exceptional performance outside of you know them performing their basic duties a day off two days off and in some cases, three days off, you reward sailors with liberty.",How should you reward your sailors for good performance?
s002p002s00153220e00162813,,"nuke qualifications. It depends on the requirements assed faras qualifications. But in terms off personality traits, um, work ethic is a big one. Initiative is a big one. Um, attitude is a big so those are probably be three huge factors in terms of looking for a team member. Other things you can kind of develop and work to develop going forward. But if they have a work effort, work ethic, that's like half the battle because of you, a person works hard and they take the initiative to do something. That's kind of ah, what a lot of people in the Navy say a fire forget because I can ask a person to do something. And before I'm finished with my question, there is already halfway done, so work ethic is is huge for me.",What qualifications do you look for when interviewing new team members?
s002p002s00163633e00180520,,"as far as relationship with those in charge. Again, you respond to, uh, verbal and non verbal cues, and also by keeping it professional and respectful. You have a lot off seniors who have, ah, difficult time responding to the new generation of sailors that are coming in. So it's kind of hard to for them to empathize and understand how to approach in interact with some of the younger service. And that's understandable. But you as a a subordinate to, say a senior, you have to be able to understand that things aren't perfect. Take your ego out of it and find out what makes the boss t What makes them happy. And what makes them happy will make you happy because they're happy. So with that relationship, just do your best to keep it professional and respectful. If you keep it professional, you won't have to wear about anything going south. So nine times out of 10 don't respond with how you really feel. Just keep it professional and keep it respectful. Sometimes you may feel like you want to react like in a negative manner, but that won't go well for you, so keep it professional and keep a respectful",How should your relationship be with the people in charge of you?
s002p002s00185283e00194663,Leading a Team,"um, simple words of advice for me, for someone to understand, to get to know their bosses would be to listen. Listen, in the observant again, you will be able to see the things they do. You hear the things that they talk about, and as time goes on, they will open up to you about the things that they like to do, the things that they like to talk about. And that would be your opportunity. Teoh, you know, find some common area that you guys share. I like fishing. So chances are if we walk by, we were walking and you were a subordinate of man and we're walking by. I say, I don't know efficient pollen or something. You might hear me say something like, You know, I wish I had a ride or something. I could go fishing right now and that will be your opportunity. It's simple and subtle. Things like that. Uh, just listen and observe",What would you advise a person in this field to get to know their bosses?
s002p002s00200050e00213120,,"um, with supervisors who are unwilling or unable to give you feedback again, you have to. This is kind of a tough one, because there are personnel out there who don't really respond to feet that oh, are you don't give feedback when things are good or things are bad. You simply have to take note of, um, the demands that they're placed under and what's required of those. The man. Um, as time goes on your you'll learn the things that they like, whether it be certain colors and power points of certain graphs and power points, certain products handed or email to them and certain times of day times of the day. But it's definitely just something for you, too. You just have to learn. Um, it's also within your ability to actually going up in approach a senior and say, you know, respond and ask the question. You know, how do you like certain things? How do you like this? What products do you want? You know, Do you want eight o'clock reports delivered at five o'clock? Do you want you know, things in writing Do would you rather me call you? You know those are things the questions that you have to take the initiative and have the developed the forethought to ask of a senior if they are willing to offer.",How do you get good feedback from supervisors?
s002p002s00221510e00232827,Leadership Strategies,"things that encourage accountability are, um, one of my favorites. This would be ownership. So throughout your command, throughout your division, throughout your department and even, you know, just in general, people respond better when they feel as if they own something. And that simple notion will encourage someone to be accountable for their equipment before a program. So throughout your team to develop or encourage accountability would be to give a sailor program and sit down and communicate with them your expectations and your standards and encourage them to make this program the best or, you know, to pass an expectation, you know, whatever it may be. But that sense of ownership encourages accountability alone. But you just have to be the leader to find that that that sailor, that you can apply to that program, Teoh, you know, move for so ownership encourages accountability in my pain",What encourages accountability?
s002p002s00234047e00245173,Leading a Team,"um, I didn't find the strength of regencies. It's kind of a simple, and it goes back to two more words. I keep saying, Listen and observe. By being present and being around your team, you'll notice who's more vocal. You'll notice who will stand out as being You know, the goal getter, the hard worker. You'll notice who will be more of the quiet one that doesn't do too much or doesn't save much, even when, during like 30 training evolutions or even like operating, you know who's the first to step up or who won't step up. And by being around and watching how that occurs, you'll learn where one sailor has one strength and another one has a weakness, and you can kind of pairing together and turn in that aspect. Eso As time goes on, the more you watching, the more you around your sailors and your team, you'll see who has certain strengths and who has certain weaknesses and that all that kind allowed you to manage. You know who to put with who and how the better, you know, go for how to move on from there",What are ways you can identify the strengths and limitations for each member of your team?
s002p002s00252393e00261567,Leading a Team,"um, it's a working with saying Isn't working with movies is totally different. Civilians are mawr relaxed. They're more casual. There are peaceful sailors are at times very high, strong because they're so used to operating under certain environments. And that's kind of like how well, we're kind of compare it to like a yin and the Yang there's like Ah, hi, strong, you know, Go, go, go, go, go sailor mentality. But then, on the civilian side, it's kind of like a slow down back it down. Here's what we need to do. So it z awesome working with severe and I think that's just a big difference is just the tempo that we operate on.",How is it different to manage military people vs. civilians in the military?
s002p002s00262397e00282217,Miscellaneous,"um, the big difference between working privacy you're in, like, say, is working in the military, uh, would be the for one the tempo to the stress level. And three. It's kind of tough to explain, but there's there in the military you you're always under like the watchful eye of something that I think that's the big thing. It's like you're you're always under the microscope when you're in the military. So everything that you say you do, you're being like scrutinized for you, man. Watch for, say, for example, incident happens out in town, and I'm in my uniform the difference between me being in that incident as a civilian between and now, you know, in my uniform it's looked at as, Hey, Naval Officer did X, y and Z. But if I was as a civilian, it will just be J. D. V. This, you know, you represent a larger ah group of people, a larger organization and I think that plays ah big part into a person's like a day to day operations as faras the differences, but also you get there. You know, there's like a different, um, sense of. I guess you could say freedom as a civilian, as opposed to been in the military. Because every day I think I like, Hey, I'll be I don't I won't be I won't be anywhere permanently So this is temporary for me, So I always have to go back to see I'll always be moving. So those just, ah, few things that play into you know, the difference is, I guess.","What is the difference between working in the public vs. private sectors?
Is the private sector better than the public sector?
Public or private sector?
Should I work in the public or private sector?
What are the pros and cons of working in the public versus private sector?
What differentiates the private and public sectors?
What does it mean to work in the public or private sector?"
s002p002s00283090e00294620,"Culture,First Steps","um the differences between us and the other branches are for one. I think our culture, um, a big day for me, especially when I joined, was the fact that if you join the Navy nine times out of 10 you will be around some form of water and, uh, unlike being an air force of the Army or the Marines. I didn't want to be anywhere near the desert or anywhere near, like a bunch of just like nature. I didn't want to sleep after sleep out in the field. I rather sleep in a little cotton on the ship at the bottom of the ship, as opposed to sleeping out in the desert. So I would say those are like, two of the big things is just the the locations that you're operating here and the climates and environments operating in and just the culture of being a sailor. Um, being on the inside, you can kind of notice like a definitely a rah rah. You know, uh, mentality out of the say, the Marines and the Army and the Air Force is more like laid back, like we're kind of casual on the neighbors, just kind of like in the middle, you know,","What makes the Navy different than other branches of the military?
Are the other services like the Navy?
Do the other services compare with the Navy?
How does the Navy differ from the Army, Air Force and Marines?
How is the Navy different from other services?
what is the difference between the navy and the army?
what's the difference between the navy and the army?"
s002p002s00295587e00313366,"Culture,Leading a Team,Military","I'm sorry and experience that illuminates Navy culture. Um, I would say it's classic, and I'm pretty sure everyone experiences is this is Ah definitely would have to say, returning from a deployment say onboard like any any ship after a long period out of C. Uh so the general excitement among the crew and you know each other's It just kind of raises morale because you know you're going home. You know, everyone's kind of walking on like Cloud now, like the last couple of days, and it's almost like a kid going to Disney World for the first time the night before. It's like that kid and sleep is just so excited to read to go home. You know, you're just ready to see your family and friends. And, uh, that culture just kind of hits its peak the day off when everyone is putting on their dress whites. So the dress blues and we're getting already and pressed and everything is nice and, you know, you finally hear the the man the rails called on the one EMC, and that's how you know it's like you're going home. And I think that that culture kind of hits it hits its peak at that time toe where you're putting import and you and all your 300 of your closest friends are going home for the first time in seven or eight months on. And I think that just kind of, you know, that just sums up like Navy culture, right?","Describe an experience that illuminates (Navy) culture.
Can you tell a story about a Navy experience?
How would you depict Navy culture?
How would you describe Navy culture?
What is Navy culture like?
What is a time that shows Navy culture?"
s002p002s00321163e00340970,"Challenges,Leading a Team","so a number of ways that you can affect morale is for one your personally. It's about being positive. Um, and I would like to think that a positive attitude is contagious. So the more you're smiling, the more that you're being positive about things. The more others will be positive about things on board, like certain ships are every ship that I have been on. I had the privilege of being on. There are definitely a number of activities that you can engage in which you start with each other to, you know, help building around. There's bingo night. There's, Ah, video game night. There's our hop night where you know the CS is Get around and they cook. I hopped pancakes for an omelet for dinner. You know that ice cream night? There's pizza and Chicken wing night, but also you have certain activities that sometimes that the captain will push, which are like they allow beards. So you pay the into the nwr fun, say, three bucks or so, and you can grow your beard out. Do you? You know, you come back in port, so you know, that's like a big morale booster. Believe it or not? Is it zip? It may seem very small, but something like that will build morale very quickly If I don't have to get up and say you everyone and I can walk around with beer. Um, but things like that, um, those air about, you know, just about the limits that a person can do or someone can do to affect morale. When you have obligations to meet outside of that, you know, put import as often as you are allowed to and getting off the ship and just been able to decompress and are going tours and see things. And, uh, those are about the best that you can do to build around.","How do you help morale? (e.g., when the crew was supposed to go home but needs to stay active/at sea)"
s002p002s00342433e00351027,Leading a Team,"the core team members. Alberts. Our light on would be, um, definitely your chief Petty officer. If you are a division officer, your chief petty officer, your department here and a number of your peers, these would be people that you were basically, you know, talked with numerous times throughout the day. And, uh, they will be able Teoh excuse me? Assist you with personal issues. You may be dealing with a professional issues you may be dealing with offer guidance. You may be a bit offer guidance to them. So I would definitely say a department hit and your peers and a chief petty officer.",Who are the core team members (inner circle) who you relied on as a leader?
s002p002s00353117e00364366,,"strategies to help Listen, Will would be to first acknowledge that you have a problem listening with to, um, take note of it while you're listening to someone's talk or attempting to listen to one to someone. Speak, Be mindful of how much you interrupt of how much you speak or you attempt to speak. I always say that people there are two types of people, people who listen to respond and people who listen to understand. If you know that you're a person that listens to respond, practice not responding practice, listening, engaging, active listening. Which would be say, if you're speaking to me, maybe not, maybe respond. Ask a question while they're speaking, and as time goes on, you'll just develop those habits of not speaking while someone else is. You know why you're supposed to be listening? Try to repeat things in your mind that that person is saying, and those things are definitely get you started on the right path of being a being a better listener","If you have trouble listening well, what strategies can help you to listen well?"
s002p003s00004728e00005905,Leadership Strategies,"okay. What makes my my leadership style unique is that it's based on being genuine, genuine, respectful and professional and also leading by example.",What makes your leadership style unique?
s002p003s00011218e00013816,Leadership Strategies,"um, a few things that I do well, that I think someone could imitate is I. I actually incorporate my very personable, but also find the balance of being respectful, professional, and, uh, I communicate well, and I think those across the board are are things that someone can imitate going for in any profession.",What are some of the things you do really well as a leader that someone could imitate?
s002p003s00015918e00025613,Leadership Strategies,"as a leader in my organization. One important decision I face every day is, uh, to decide to get up and go to work every day. And I think we we all are faced with that. Maybe, you know, everyone has their bad days, and, you know, sometimes you just you don't feel like doing. You don't feel like, you know. But what makes the decision for me is the fact that there's a team of sailors or peers and even seniors that are somewhere so, you know, relying on me, too. You know, I helped get them through the day, always like to believe that maybe there there's a sailor who's going through something and me not strong up at work that day could be the day that they feel like a temporary problem is a permanent problem. And that's what an important decision I make every day",What are the most important decisions that you face daily as a leader in your organization?
s002p003s00035121e00050803,Leadership Strategies,"There's a few things that I feel that a person should know about themselves proud to lead a team or even when leading a team. And that one is to know who they are, two to know where they're from. And three, um, how to empathize that 1st 1 Knowing who you are, sailors of smart people. We pick up on a lot of things. We observe and watch a lot. So if you're if you dodge herself, you aren't shoe sure about yourself as a person, and that makes me believe that you aren't fit to lead me into any situation, to know where you're from. I like to believe that a person's family and their friends and their background pays a lot of big, far into their leadership and who they are as a person. So I'd liketo think that I conduct myself in a manner that my grandmother or my mother, my dad and my grandfather would approval if he saw me interacting with and leading a team being able to advertise. I think that's just a part of, you know, just daily living in interacting with each other",What do you need to know about yourself to lead a team?
s002p003s00051528e00055506,Leadership Strategies,"one big, too big things to know about your team members are their strengths and weaknesses, and you get that by watching them interact with each other of the team's other personnel. A observing who they are as people and how they respond to certain situation. I'm a big proponent proponent of watching someone's verbal and nonverbal cues when I communicate with them, and I think that that will help you learn a lot a SW, far as your team members in terms of their strengths and weaknesses, to better manage them as a team altogether.",What do you need to know about your team members?
s002p003s00061516e00063907,Leadership Strategies,"most important factors about a situation I would say would be the who what, when, where, how and why, UM, understanding the background of a situation and who's involved what's involved, What's the issue? How did it come about will help you on the road to a solution and how to fix it.",What are the most important factors about a situation to consider?
s002p003s00065401e00072717,Leadership Strategies,"I don't think there really is a secret sauce. It's just understanding that we're all human and we're We're here to whatever situation it may be on a different circumstances, eh? So if you can respect someone, if you can be professional, if you can empathize with someone and you can communicate with someone, I feel as if everything will work out the way it's supposed to be. There is no super sauce.",What are some secret-sauce tips for your leadership style?
s002p003s00073528e00075904,Leadership Strategies,"few leadership strategies are one I would say leading by example. I think that's my leadership style. I don't I don't think enough people, um, are willing to lead by example. The do is I do not do as I say method, and I think that that kind of goes a long way.",What leadership strategies are dying out?
s002p003s00093514e00100817,Leadership Strategies,"There's a couple of warning signs that I looked for it and problems within the team, and that's Ah, selfishness is one and ego. I go by another notion of big team little me. So if you incorporate your ego into a team and it becomes too big, then you put yourself over the team. And then also, if you're acting selfishly, I marks the team. If you're putting yourself before the team, those two things are definitely big warrants that.",What are warning signs for problems in a team?
s002p003s00103014e00110300,Leading a Team,"you have forced the honor code simply by communicating your expectations and the standards that are set by those expectations. Um, without communicating what's expected and what they're being governed by, it's almost impossible to to manage the team. So by doing those things and enforcing those things, it's easy to establish the or abide by the articles.",How can you enforce the honor code?
s002p003s00111228e00115421,Leadership Strategies,"first thing is there's no such thing. Can't there's ah, won't. So how do you, uh, assist a person? Thio meet, start, meet the standards is you do it together first Communicate. You have to say I I'm a big proponent of sitting down with sailors one on one and finding the root of a problem discussing what's the issue? Why aren't you? Why haven't you been able to meet a certain standard? What's going on? Is there an internal problem? Is there an external problem and how can we solve that problem and move forward to get you back on track?",How should I handle people who can't meet their standards?
s002p003s00120724e00125910,Leadership Strategies,"selfish sailors with an ego cause problems on a team. I'm sure we're all watch SportsCenter, and you can tell when certain teams break up, because it's always the same couple of issues, a person acting selfishly and a person acting, you know, out because of their ego. How Thio solve this issue again. It's communication sitting down with that sailor or that team member and trying to figure out what's the issue and how to move forward from there. Can we solve this issue? If we cannot solve this issue, how do we How do we remove you from the team? But I honestly use that as a very, very last resort. There's always a way for, and there's always a route to a problem and a way to solve it. It's just you have to be run this off",What kinds of sailors cause problems in a team and what can you do to improve it?
s002p003s00130628e00134810,"Leadership Strategies,Leading a Team","to get to the root of a problem with the team members First is communication you as a leader, you're expected to lead by example, and I keep throwing out the same word is empathy. If you were having issued, how do you want to be late? Would you want someone Thio sit down and talk to you like a human being and discussed the issue and move for? Or do you want to be cursed? That screamed and yelled at, removed from the situation altogether? There's two ways to go about doing that, and I prefer communicating professionally and respectfully to a a sailor who's having issues.",How do you get to the root of a problem with a team member?
s002p003s00135619e00143428,Leadership Strategies,"This one is, in a sense, a tough one, but it's in a sense, it's not. I could easily sit here and say There's no no reason to ever break the roof. But in certain situations there, maybe What if you're asked to fire on some unarmed civilians or some, you know, women and Children, unarmed women and Children? Would you break the rules, Huh? Of disobeying a direct order to not kill women and Children or Woods, So on it see on the service is easy to say. It's never too late.","When is breaking the rules okay?
How much money do people make in the Navy?
How much money do you make?
Is it ever ethical to break rules?
Is it okay to  break rules?
When is okay to break rules?
Will the Navy pay me enough?"
s002p003s00163706e00170003,Leading a Team,"I think that comes with time and experience. The only way that you'll come to a, uh, a decision about whether someone can be influenced or not is by observing and listening to that person or two the situation.",How can I tell when someone can be influenced versus someone who won't change?
